"genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","results"
"HRNR",68.0924463539014,-0.567326330663146,0.118478660941407,-4.78842625461232,1.68094311828189e-06,0.00527227809049116,"res16"
"MARVELD1",242.354400740169,0.399135890991148,0.0864025424203666,4.61949243402199,3.84679906396732e-06,0.00904911394810013,"res16"
"ISLR",160.32667473497,0.535264521893215,0.115365423479681,4.63973091545484,3.48863126709819e-06,0.00904911394810013,"res16"
"RPL21",12680.7816057817,0.129969576829383,0.0289100542442906,4.49565316381414,6.93567117520253e-06,0.011250239570064,"res16"
"RPL21P28",12680.6468184739,0.12996615643422,0.0289107466659691,4.49542718269548,6.94304159520398e-06,0.011250239570064,"res16"
"PROL1",10.7155102995571,-1.18472013159093,0.263947609651193,-4.48846698462826,7.17375391045051e-06,0.011250239570064,"res16"
"ANKRD37",949.166710358195,0.249750590101848,0.0554047479883046,4.50774706446762,6.55196162064092e-06,0.011250239570064,"res16"
"SLIT1",197.457497618983,0.33158128273698,0.0744196340784578,4.45556185330616,8.36737663526325e-06,0.0116633582470642,"res16"
"DKK3",157.026149457843,0.546988043454879,0.123392226424383,4.43292141900107,9.29647556756276e-06,0.0116633582470642,"res16"
"LKAAEAR1",58.7181686833406,0.728872699956419,0.163926171712415,4.44634735468063,8.73426788842724e-06,0.0116633582470642,"res16"
"STMN1",896.019615036068,0.219912769872476,0.0507945738285649,4.32945398094482,1.49479501776723e-05,0.016812176702246,"res16"
"UBE2C",267.923553244159,0.297042754059124,0.0686652226218964,4.32595632427763,1.51871514925438e-05,0.016812176702246,"res16"
"DES",104.235096514609,1.01316319867119,0.235081342922706,4.30984095153953,1.63372000519814e-05,0.0170805426543466,"res16"
"SLC38A8",100.284654615746,0.492930159826241,0.115376923597888,4.27234618895023,1.93426969926733e-05,0.019158432352901,"res16"
"LOC100506990",939.9137186092,0.243170431000121,0.0577222730207415,4.21276603076151,2.52262331377038e-05,0.0237366240709224,"res16"
"RPS6",23321.0587779545,0.10119411496924,0.0243310373043885,4.15905469640571,3.19567376428287e-05,0.0286378021762092,"res16"
"ELFN1",12.6788367537395,0.586426004729573,0.142234869086562,4.12294122036054,3.74065177012472e-05,0.0319978753008987,"res16"
"LY6G5C",177.739466580253,0.247027585306519,0.060172858630922,4.10529914860276,4.03791994581395e-05,0.0330389632435969,"res16"
"SNHG5",1814.87923862574,0.261703537294255,0.0639971396278888,4.08930053461653,4.32675956286396e-05,0.033927203422307,"res16"
"PIK3CD-AS2",63.5511373543316,0.374801810198667,0.092413024144306,4.05572497674572,4.99790396422588e-05,0.0354264545684996,"res16"
"WSCD2",15.640815223744,0.683213197992427,0.168240631049515,4.06092864565724,4.88779094896346e-05,0.0354264545684996,"res16"
"CERCAM",198.286791188149,0.272327566203364,0.0672116513033861,4.05179103507078,5.0827051030846e-05,0.0354264545684996,"res16"
"COL4A2-AS1",21.2197574545618,0.311496181341502,0.0779691116099392,3.99512287506677,6.46607084137909e-05,0.0409335013248255,"res16"
"CCNB2",155.133689441525,0.271389059443226,0.0678845341558609,3.99780395959004,6.39328655692691e-05,0.0409335013248255,"res16"
"BIRC5",230.138194370521,0.316229389390332,0.079196725662154,3.99296040014757,6.52534693525036e-05,0.0409335013248255,"res16"
"MYLK3",71.9813907709982,0.409163519049365,0.102727763067369,3.9829886958702,6.8053993754907e-05,0.0413131647894708,"res16"
"RAB30-AS1",172.479350656947,0.123586096435025,0.0311872157532061,3.96271656351114,7.41017370636029e-05,0.0419458856422806,"res16"
"CES1P1",309.056248209319,0.415376195281655,0.105152382090206,3.95023096029648,7.80758160873416e-05,0.0419458856422806,"res16"
"SERPINF1",5921.83223188061,0.251888992059271,0.0639114293921957,3.94121981709314,8.10682908973134e-05,0.0419458856422806,"res16"
"DLGAP1",116.166055712203,0.353878086481195,0.0892347717607467,3.96569722204256,7.31817121332164e-05,0.0419458856422806,"res16"
"COX7A1",213.145514459105,0.399941963874063,0.101748260363057,3.93070075544283,8.46986372499421e-05,0.0419458856422806,"res16"
"SNHG8",996.241572322411,0.159409921847697,0.0405098743940543,3.93508803056407,8.31662072522608e-05,0.0419458856422806,"res16"
"TBCA",1824.46766604346,0.0974700156535515,0.0247773085737872,3.93384194103587,8.35987681195884e-05,0.0419458856422806,"res16"
"COL6A1",733.434719079907,0.323032758006348,0.0824626391520676,3.91732257575034,8.95379006313753e-05,0.0432054808200475,"res16"
"PTTG1",407.071219882719,0.243869859070926,0.0627431059809826,3.88679927871028,0.000101574676026747,0.0477883457036838,"res16"
"PIPOX",48.8220771972127,0.207064672748777,0.0533789964137312,3.8791413600933,0.00010482582771515,0.0481150549212537,"res16"
"MYL7",63.9229086619123,2.09308610095566,0.30709345466353,6.81579522184532,9.37437496641363e-12,1.59533113178427e-07,"res17"
"RPS6",23321.0587779545,0.093838763780771,0.0180714253303177,5.19265979664269,2.07310800304613e-07,0.00176400759979195,"res17"
"RYR2",58.2547499620145,0.52613361505959,0.103926776906484,5.06254144235627,4.13704096450949e-07,0.00197914716342729,"res17"
"ANKRD37",949.166710358195,0.215725637896836,0.0431687267432216,4.9972666365637,5.81486415391729e-07,0.00197914716342729,"res17"
"LOC100506990",939.9137186092,0.220776798355739,0.0440953463055337,5.00680495456349,5.53409537985017e-07,0.00197914716342729,"res17"
"PPP1R7",3096.97882799306,0.0770478489245924,0.0159609316982564,4.82727765403627,1.38412085870388e-06,0.00392582812890376,"res17"
"DYNLT1",9774.32464272107,0.134873493262487,0.0281660602108903,4.7885111461325,1.68023232817858e-06,0.00408488482299186,"res17"
"HSPB11",1345.63136674935,0.146958467839462,0.0318511896049231,4.61390829235298,3.95166840587138e-06,0.00812265316932216,"res17"
"TFF3",16753.931687407,0.331244410612804,0.0720638852053073,4.59653833080331,4.29567978163706e-06,0.00812265316932216,"res17"
"FGFBP2",44.7510170567082,0.264375216653301,0.0588212995941616,4.49454905752443,6.97175300480178e-06,0.0118645292635717,"res17"
"LOC400684",47.5976026984519,0.24693264321266,0.0565791877993125,4.36437235699697,1.27488262892928e-05,0.0197235932537441,"res17"
"RPL21",12680.7816057817,0.101851935434717,0.0235536027213018,4.32426141511689,1.53043732031741e-05,0.0200573879416843,"res17"
"RPL21P28",12680.6468184739,0.101848668453489,0.0235542123536054,4.32401079367442,1.53217794830119e-05,0.0200573879416843,"res17"
"DES",104.235096514609,0.785019130652003,0.183137705928146,4.28649647364266,1.81513082422634e-05,0.0220642116904885,"res17"
"TBCA",1824.46766604346,0.0829751018892955,0.0194449793587518,4.26717356487961,1.97965138998104e-05,0.0224598049031316,"res17"
"FAM86B2",120.526766976915,0.217648883356629,0.0515155489672872,4.22491631594254,2.39029584694555e-05,0.0254237842020746,"res17"
"RPS3A",14469.0736593916,0.100940335087447,0.0242614405632004,4.1605252097253,3.175165644569e-05,0.0300194271884862,"res17"
"LY6G5C",177.739466580253,0.201106326471344,0.0482018843360747,4.172167317551,3.01715942293336e-05,0.0300194271884862,"res17"
"MEAF6",2504.79091769768,0.0636143581031063,0.0154295503303083,4.12289125355446,3.74146358625354e-05,0.0335116985846646,"res17"
"FZD5",1670.41597003618,-0.106474965178689,0.0260444713651957,-4.08819836216664,4.34736349769218e-05,0.0364662618115622,"res17"
"TM4SF19-TCTEX1D2",395.966330334246,0.232925840026937,0.0570870088195243,4.08018995641044,4.4998912800729e-05,0.0364662618115622,"res17"
"CASQ2",30.4767919346454,0.508243775325905,0.12604953004754,4.03209575739173,5.52816519966641e-05,0.0376313261471692,"res17"
"UFC1",5811.68978501541,0.120651463054232,0.0298933371817069,4.03606537205434,5.43550767485356e-05,0.0376313261471692,"res17"
"MED31",779.451411292209,0.0966164262343855,0.0238831849789338,4.04537444731957,5.22395574056301e-05,0.0376313261471692,"res17"
"DPY30",1729.32009063981,0.107063204536742,0.0264077826487642,4.05422923843066,5.02998726987143e-05,0.0376313261471692,"res17"
"SERPINF1",5921.83223188061,0.204400882441055,0.0509191679977199,4.01422274712359,5.96420032857824e-05,0.0390379850737479,"res17"
"CYP3A5",1755.87041659432,-0.263409657351643,0.0657883273268234,-4.00389655817021,6.2307617557883e-05,0.0392722605777797,"res17"
"SLIT1",197.457497618983,0.242414243041054,0.0608824487088395,3.98167695587215,6.84307458510657e-05,0.0415912297461942,"res17"
"LOC100288798",209.220989342382,0.218923965589107,0.0552102132366315,3.96528020369704,7.33097778932141e-05,0.0420186056690891,"res17"
"SQLE",1854.87888262223,0.163224748350911,0.0411891203809911,3.96281219023653,7.40720513616567e-05,0.0420186056690891,"res17"
"DYNLL1",13505.2471322835,0.140416164814764,0.0357772783418651,3.92473020091231,8.68269951112823e-05,0.0471789841789091,"res17"
"RPL7",11795.2391368965,0.0797214671141044,0.0203394313211014,3.91955241302132,8.87135676181156e-05,0.0471789841789091,"res17"
"GTF2H5",981.986418122864,0.099010135787882,0.0253402294321773,3.90723122901791,9.33598004901158e-05,0.0481453662042664,"res17"
"CCDC60",881.323702913082,0.171842391193623,0.0441768830145913,3.88987134146302,0.000100297383046857,0.0487674532768973,"res17"
"TRIB3",285.002506077193,0.176688720497062,0.0453882209294498,3.89283203612899,9.90807539075349e-05,0.0487674532768973,"res17"
"RPL22",6834.79310196058,0.0886467275166801,0.0228350435684585,3.88204766287925,0.000103580568459026,0.0489648365009918,"res17"
"RPL26",7936.66738229628,0.0939244109838943,0.0242589128033564,3.87174857114368,0.00010805738472881,0.0497005560355376,"res17"
"FAM231A",0.229540296759911,-10.5681221270141,1.44546706902232,-7.31121611380752,2.64735344180739e-13,3.2285798899562e-09,"res21"
"GAGE2A",0.172155222569933,-10.6052255452145,1.44590087925765,-7.33468365456652,2.22245811697053e-13,3.2285798899562e-09,"res21"
"FAM231C",0.258232833854899,-10.3708836703446,1.44532123886034,-7.17548693778435,7.20502769862931e-13,5.85792768657559e-09,"res21"
"KRT75",18.2607357401586,-1.59215436436707,0.333369721866891,-4.77594172455406,1.78868190473313e-06,0.0109069350845865,"res21"
"LINC01495",9.81318850204046,6.87697969097232,1.45690641684316,4.72026178996,2.3554130192173e-06,0.0114901757903458,"res21"
"EDIL3",357.129352421689,-0.857995029445052,0.191144809585148,-4.48871738294756,7.16532820667178e-06,0.0291282533814886,"res21"
"HTR1B",11.1798508357433,-2.10817689592609,0.483135962217003,-4.36352716583576,1.27982039708311e-05,0.0445944275789346,"res21"
"KRTAP2-3",12.9588569623179,6.2595639267624,1.44619253481288,4.32830606996067,1.50260558588734e-05,0.0458125660567226,"res21"
"LINC01495",9.81318850204046,8.66213941377139,1.60702570844928,5.39016853820591,7.03916360010849e-08,0.00169749430216616,"res22"
"TCAP",72.6694124631991,1.52346496406539,0.330814290856219,4.60519695241196,4.12075672165664e-06,0.049686024171375,"res22"
"ACTR3BP2",0.172441636888408,11.9179799019744,1.73698435934639,6.86130524886192,6.82341821309592e-12,5.22359031283753e-08,"res23"
"FGF10-AS1",0.137953309510726,11.8098188273621,1.73708436334157,6.79864437018127,1.05608149950215e-11,5.22359031283753e-08,"res23"
"LOC102546299",0.172441636888408,11.9179799019744,1.73698435934639,6.86130524886192,6.82341821309592e-12,5.22359031283753e-08,"res23"
"DEFB112",0.241418291643771,12.0799372594363,1.73686785162357,6.95501229304482,3.52531295100011e-12,5.22359031283753e-08,"res23"
"MIR501",0.137953309510726,11.8098188273621,1.73708436334157,6.79864437018127,1.05608149950215e-11,5.22359031283753e-08,"res23"
"MIR4461",109.174481002877,1.79919603275665,0.360485430006802,4.99103676041137,6.00560656302293e-07,0.00247541093183533,"res23"
"MTRNR2L2",1156.35529218618,1.39944618939331,0.318649098475003,4.391809661759,1.12411089139388e-05,0.038269658853544,"res23"
"PRSS3P2",3.48950762677531,2.55918650055337,0.585519673885476,4.3707950641022,1.23794941906252e-05,0.038269658853544,"res23"
"PCDH19",112.735578314042,-0.860426462283261,0.199491914686425,-4.3130893983134,1.60988982543001e-05,0.0442379836363439,"res23"
"LOC101928626",15.3386201569052,-9.89426672946095,1.15776958663811,-8.54597222422431,1.2745867290274e-17,3.1349735187158e-13,"res24"
"DEFB112",0.241418291643771,7.73776325051191,1.15985973432029,6.67129224470098,2.53560718017605e-11,3.11828971018051e-07,"res24"
"MIR195",0.0745471614175144,5.38081615369875,1.16122793074097,4.6337295299686,3.59136152996298e-06,0.0150943023025788,"res24"
"ERVV-2",0.0596377291340115,5.33793050811758,1.16129537438672,4.59653127520338,4.29582517962481e-06,0.0150943023025788,"res24"
"MIR3129",0.0745471614175144,5.38081615369875,1.16122793074097,4.6337295299686,3.59136152996298e-06,0.0150943023025788,"res24"
"LOC101928661",0.436242964843765,5.39375994866441,1.158864257738,4.65435007823312,3.25004210341543e-06,0.0150943023025788,"res24"
"MYL10",0.0596377291340115,5.33793050811758,1.16129537438672,4.59653127520338,4.29582517962481e-06,0.0150943023025788,"res24"
"LOC400043",10.136997801547,-0.639085583954399,0.14078312820785,-4.53950407332094,5.63866911912053e-06,0.0173360882067361,"res24"
"PROL1",8.19146588532235,-10.944891399165,1.63477062254337,-6.69506244376777,2.15579557166198e-11,4.36893530553018e-07,"res25"
"MYH1",5.85164870116988,-27.2485372576671,4.54455013887859,-5.99587119186034,2.02397407318068e-09,1.90050929129426e-05,"res25"
"GPR50",6.93776958517196,-27.0083571824771,4.54522827515602,-5.9421343764192,2.81334642942997e-09,1.90050929129426e-05,"res25"
"POSTN",903.393261261641,6.13964568817544,1.09066408201318,5.62927283425589,1.80970943552595e-08,9.16889285509221e-05,"res25"
"CERS3",682.994321135911,-2.46329704502523,0.467082711501317,-5.27379195240944,1.33633393020415e-07,0.000541642868590345,"res25"
"F5",297.687760933632,-4.1638968844799,0.817422360723251,-5.0939356256363,3.5070589051864e-07,0.000906747273310079,"res25"
"MANSC1",1300.05971884342,-1.61857679111396,0.317987368644758,-5.09006630676004,3.57938329541134e-07,0.000906747273310079,"res25"
"XDH",3223.33271932014,-2.071722100522,0.404692445581578,-5.11925073754405,3.06751906022191e-07,0.000906747273310079,"res25"
"EDIL3",366.592953218181,-2.56032971184485,0.508130715230584,-5.03872258673244,4.68649176171056e-07,0.00105529380047585,"res25"
"TNFSF13B",879.659758920633,-3.52351740936625,0.713429527052217,-4.93884437882028,7.85868950231992e-07,0.00132720167878346,"res25"
"LOC101927416",855.587468373781,3.18904534002174,0.641281429940643,4.9729263801026,6.59497109263404e-07,0.00132720167878346,"res25"
"CNR1",15.1478126939637,-3.479191025694,0.704358273093623,-4.93951893318863,7.83155396998852e-07,0.00132720167878346,"res25"
"IRG1",132.135984672029,-11.8891029554914,2.42175611510162,-4.90928994928646,9.140674673604e-07,0.00138077767164999,"res25"
"TMPRSS11E",6048.48976002801,-3.81402096722972,0.782016091669325,-4.87716430372699,1.07621787936649e-06,0.00138077767164999,"res25"
"FYB",2365.52091405924,-3.90681583553475,0.800310070277104,-4.88162773483787,1.05213736069941e-06,0.00138077767164999,"res25"
"MCTP1",410.876536504858,-2.28717079505047,0.469198811009397,-4.87463041547362,1.09012349483864e-06,0.00138077767164999,"res25"
