"genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","results"
"PAG1",642.204630321687,-1.92480509441928,0.605986096128469,-3.17631890684703,0.00149156882816573,0.0390372321457228,"res25"
"MPDZ",259.536855890709,1.86795866406926,0.588134826851357,3.17607218411054,0.00149283800024352,0.0390372321457228,"res25"
"BEAN1-AS1",11.596315434435,-2.1511156418694,0.6774203256358,-3.1754518730309,0.00149603335352685,0.0390703762146586,"res25"
"TFEC",38.3880904486133,-2.18315122541062,0.687595731952466,-3.1750505769014,0.00149810387018571,0.039074096567804,"res25"
"MORN3",573.98568730804,1.70754824757414,0.53788903053416,3.17453629027986,0.00150076122929597,0.0390930939240516,"res25"
"PYGM",51.5115067112496,-2.96629247607648,0.934965669595364,-3.17262181119467,0.00151069170997408,0.039235362526213,"res25"
"ATP11A",2454.8861824891,-1.26472533052285,0.398746813057709,-3.17175031650926,0.0015152322070268,0.039235362526213,"res25"
"LILRB2",1316.54000118116,-3.00738294894083,0.948077922015103,-3.17208414952724,0.00151349144990745,0.039235362526213,"res25"
"BPIFB1",174554.291658044,1.56788191441241,0.494335129104517,3.17169835219401,0.00151550333841715,0.039235362526213,"res25"
"CDC20B",2132.75307934937,2.23290795608186,0.704027185229623,3.17162178240828,0.00151590293388063,0.039235362526213,"res25"
"CSGALNACT2",431.754489417305,-1.95747701365562,0.617529994590256,-3.1698492879758,0.0015251802383023,0.0393749079101076,"res25"
"CLEC4D",123.989920789099,-3.80158009897821,1.19929158875645,-3.16985471641644,0.00152515174597066,0.0393749079101076,"res25"
"SOD2",21937.4670060318,-2.21316012838402,0.69843060050783,-3.16876168766778,0.00153089864062134,0.0394722542631451,"res25"
"IFT46",1779.27056841344,1.29448260288056,0.40856605904583,3.16835570214449,0.00153303829457051,0.039477197049258,"res25"
"RNF222",297.302276804352,-3.11124534389175,0.982399281145726,-3.16698658437865,0.00154027423953613,0.0396131950995422,"res25"
"ID2",1519.1006065325,-1.00361464786446,0.317051352441067,-3.1654640175396,0.00154835811254409,0.0396809329879403,"res25"
"RABL2B",2599.81088894801,1.35635986456231,0.428442407707878,3.16579274170989,0.00154660949381261,0.0396809329879403,"res25"
"AKAP14",693.262349627752,2.3655371149662,0.747314336315645,3.16538436373187,0.00154878209777266,0.0396809329879403,"res25"
"SLC41A1",1315.90118355757,0.876487137888422,0.276949499908902,3.16479046965865,0.0015519466785081,0.0397118073063701,"res25"
"MPP1",965.197098402945,-2.26546410688784,0.715966222136097,-3.16420528908304,0.00155507065228409,0.0397415660014997,"res25"
"BTG4",78.4544359777658,2.53127500390031,0.800104895016127,3.16367893718397,0.00155788551615633,0.0397633600383175,"res25"
"C1orf177",37.2792170734954,-1.6849092229336,0.533268249901616,-3.15959036234476,0.00157991099300939,0.0400680852780317,"res25"
"LINC01166",3.23371343743107,-3.77840213584906,1.19558063832573,-3.16030723041841,0.00157602855826662,0.0400680852780317,"res25"
"ITM2B",39400.1881564769,-0.855743036572846,0.270792526468947,-3.16014274002122,0.00157691863275196,0.0400680852780317,"res25"
"SIRPD",41.8851301359171,-4.55188246353178,1.44057606966339,-3.15976542953083,0.0015789620473316,0.0400680852780317,"res25"
"CRHBP",3.27112922959319,-4.54792617038417,1.43878936060325,-3.16093953355155,0.00157261140565044,0.0400680852780317,"res25"
"NME5",741.420130688089,1.90016815017344,0.601459315993098,3.15926297863718,0.00158168697436225,0.0400680852780317,"res25"
"MFAP3L",259.222340830761,-1.36879504545435,0.433381513264151,-3.15840663148005,0.00158634115608263,0.0401358175645077,"res25"
"ARHGAP9",1844.86491352191,-2.42544295332688,0.768063467306448,-3.15786788015417,0.00158927568634929,0.040159926508173,"res25"
"ALOX5",1837.59772582863,-2.10995123021621,0.66842055831256,-3.15662228514159,0.00159607947483742,0.0402816271943402,"res25"
"MS4A14",11.8483982857934,-3.20753572025719,1.01714924485363,-3.15345632559433,0.00161349369879153,0.0403280464220121,"res25"
"KRR1",1151.27870646688,-1.37558158226759,0.43636206678487,-3.15238579834154,0.00161942153957055,0.0403280464220121,"res25"
"TMCC3",1747.74717261036,-2.37975662173883,0.754754939374814,-3.15301894375153,0.00161591320028375,0.0403280464220121,"res25"
"DTX1",108.36053093852,-1.35668002989679,0.430019652676335,-3.15492564456799,0.0016053901397229,0.0403280464220121,"res25"
"TBX3",36.3795101876559,-2.28302792547146,0.724100216817308,-3.15291705823018,0.00161647728822629,0.0403280464220121,"res25"
"CEACAM16",6.67688923193122,-2.44204953380593,0.774337196859292,-3.1537288195774,0.00161198800745659,0.0403280464220121,"res25"
"IZUMO1",12.1277382762053,-2.36614115762044,0.750604020860174,-3.15231612389833,0.00161980804241181,0.0403280464220121,"res25"
"DNAH12",1998.87021317074,2.23333642339541,0.708094693107112,3.15400813639141,0.0016104459582895,0.0403280464220121,"res25"
"FAM126A",767.632656746897,-1.78982869619636,0.567592543406734,-3.15336893866446,0.00161397683762031,0.0403280464220121,"res25"
"TAC1",11.3045575053103,-4.47436560908225,1.41802275499425,-3.15535529548,0.00160302762628143,0.0403280464220121,"res25"
"C9orf135",1591.5510104424,2.19296307566808,0.695131187100339,3.15474706985277,0.0016063730076991,0.0403280464220121,"res25"
"LRIF1",636.313078125409,-1.02432518533263,0.325199306239699,-3.14983816286993,0.00163360928575063,0.0406217494294751,"res25"
"USP2-AS1",137.089838439205,2.24847263791041,0.714095866305533,3.14869857676557,0.00163999257746153,0.0407305019299453,"res25"
"PIK3AP1",1615.94364065554,-1.91986099629291,0.609877221343246,-3.1479467163316,0.001644216616665,0.0407854271154625,"res25"
"GPR65",1666.75139659859,-3.21074317705951,1.02044014754999,-3.14642968994143,0.00165276994155812,0.0409448476357914,"res25"
"LINC00887",29.522309075568,-2.57892161168186,0.819722467756039,-3.14609116270971,0.00165468421068357,0.0409448476357914,"res25"
"SLC4A8",869.334172445525,1.74206425222274,0.553980856350341,3.14462897454538,0.00166297590056659,0.0410056361412277,"res25"
"ZNF114",29.0071707552827,-3.06241204877049,0.973894967806165,-3.14449930434388,0.00166371306902155,0.0410056361412277,"res25"
"RASSF2",3486.89436961508,-2.59482808823273,0.82500768247636,-3.14521687900414,0.00165963746228492,0.0410056361412277,"res25"
"ANKRD66",692.847359997499,2.41599742264844,0.768390346092733,3.14423188023352,0.00166523431087686,0.0410056361412277,"res25"
"CSF1R",1019.49249973132,-1.43376552976774,0.456057628059329,-3.14382534476809,0.00166754933919848,0.0410128093546073,"res25"
"MUC22",1484.95543095616,-3.7226565664516,1.18434556819841,-3.1432182180699,0.00167101215365933,0.0410481603709819,"res25"
"RP1",296.168815910128,2.6996740916585,0.859017877649584,3.14274494384827,0.00167371611291889,0.0410648071966273,"res25"
"ANKRD36B",1260.77340674004,-1.5500395461813,0.493302759560688,-3.14216678528555,0.00167702477036468,0.0410962321598678,"res25"
"RGS18",301.065581127002,-3.09138452121169,0.985238809238285,-3.13770072009417,0.0017027864229897,0.0414929532641347,"res25"
"TPTE2P3",12.4021744188839,2.78389451440217,0.887093112113175,3.13822131677988,0.00169976482841506,0.0414929532641347,"res25"
"FAM179A",1785.57270312061,2.1631976709999,0.689180226866973,3.13879822239509,0.00169642217255791,0.0414929532641347,"res25"
"C6orf165",663.937738631838,2.32470913158694,0.740684660276744,3.13859494635457,0.00169759928622723,0.0414929532641347,"res25"
"TMEM200A",322.73124164347,2.25792980461339,0.719639098320927,3.13758633998851,0.00170345095804599,0.0414929532641347,"res25"
"RAB27B",2072.39205123197,-1.294957617133,0.412789001675451,-3.13709331371948,0.00170631811404967,0.0415128966378518,"res25"
"COL17A1",379.830722395416,-2.07295276808266,0.660946166119457,-3.13634131544081,0.00171069985067135,0.0415695961315415,"res25"
"CCL7",11.7328596009775,-6.98759427963567,2.22884089483889,-3.13507989548117,0.00171807312621182,0.0416987664380942,"res25"
"BCL10",1882.08113700647,-0.976357393772017,0.311727680571123,-3.13208436281056,0.00173569993223305,0.0419448688707007,"res25"
"ARHGAP30",3271.88319792527,-1.76923368433294,0.564776125562479,-3.13262831811614,0.00173248679523212,0.0419448688707007,"res25"
"CIPC",2896.22648928696,0.691772019824695,0.220875788137324,3.13195043086661,0.00173649190676591,0.0419448688707007,"res25"
"LOC646903",82.6070309956488,1.4596581925647,0.466030293271363,3.13211010880523,0.00173554772751446,0.0419448688707007,"res25"
"LOC100130417",7.6416170003979,-2.77286271956833,0.885694189866644,-3.13072249010218,0.00174376854559497,0.0419642767799227,"res25"
"ZSCAN12P1",124.785546195837,-2.34049579652086,0.747540603644534,-3.13092798586469,0.00174254885070073,0.0419642767799227,"res25"
"LPL",27.908757764314,-2.4989004704378,0.798264187493039,-3.13041786114148,0.00174557807783849,0.0419642767799227,"res25"
"LOC101927822",6.03354919172524,-3.3356312223506,1.06543278129789,-3.13077585081173,0.00174345175421747,0.0419642767799227,"res25"
"CLDN17",483.923171484713,-3.38273042385189,1.08077426835869,-3.12991391716704,0.0017485753559891,0.0419865262612264,"res25"
"GNAI3",4383.21595437962,-1.29103902316086,0.412863672675666,-3.12703468143361,0.00176579095908834,0.0420797244265209,"res25"
"USP2",1040.17574673486,1.63069047509322,0.521439446018732,3.1272863753285,0.00176427983193471,0.0420797244265209,"res25"
"CLEC1A",43.3366946324782,-2.38215581535895,0.761923190776584,-3.12650388411325,0.00176898167696343,0.0420797244265209,"res25"
"ZG16B",4201.07656826502,-1.85378491572421,0.592734325259136,-3.12751402563663,0.00176291408241772,0.0420797244265209,"res25"
"PLEKHM1P",1412.0698530514,-0.913180333836853,0.291908213794021,-3.12831325288168,0.00175812694636661,0.0420797244265209,"res25"
"ARHGAP25",1563.39251587754,-2.3543357618463,0.752654057318776,-3.12804500148885,0.0017597323591695,0.0420797244265209,"res25"
"IL18R1",317.237167697222,-1.98664985868634,0.635425067002243,-3.12648959232722,0.00176906766068271,0.0420797244265209,"res25"
"HEPH",156.169632504951,-1.560895789353,0.4991659469655,-3.12700775932714,0.00176595266524193,0.0420797244265209,"res25"
"LOC100128531",133.321801854109,1.05327076670757,0.337112684018242,3.12438782828645,0.00178175442139113,0.0423318113762165,"res25"
"PLCG2",1292.56664296724,-1.51167738298433,0.483996738815731,-3.12332142295665,0.00178822343711784,0.0423898946185016,"res25"
"ASAP1",1174.17638154556,-1.85490077717923,0.59389222970273,-3.1232952451789,0.00178838250759,0.0423898946185016,"res25"
"PICALM",5246.87998670185,-1.49215859776235,0.478138832117718,-3.12076430009554,0.00180382347338395,0.0427059421864475,"res25"
"HAL",509.526904588284,-2.97596183850183,0.953948084386619,-3.11962662036829,0.00181080414689564,0.0428211865122368,"res25"
"LBR",2081.08851430806,-1.50475780724675,0.482787605952856,-3.1168111788555,0.00182818625394643,0.0430483381960379,"res25"
"IKBIP",260.204974621727,-1.92708159311594,0.618377223350896,-3.11635280270087,0.00183103066836005,0.0430483381960379,"res25"
"FCHO2",1796.0843780016,-1.39493040365458,0.44759711601205,-3.11648657632778,0.00183020012751242,0.0430483381960379,"res25"
"LYN",10936.9608643408,-1.4711772909226,0.471890836370733,-3.1176220802194,0.00182316421732775,0.0430483381960379,"res25"
"CTSV",1251.60910562691,-2.13967628533311,0.686391772971926,-3.11728136843597,0.00182527275144059,0.0430483381960379,"res25"
"ADGRL2",689.414825468479,-1.45761761598911,0.467836235872826,-3.11565779694188,0.00183535122584006,0.0430596448239451,"res25"
"SEZ6L",5.5363720816198,-3.748047293862,1.20299684627698,-3.11559195309732,0.0018357610346338,0.0430596448239451,"res25"
"ZNF853",341.005175620379,1.63740523720519,0.525942632978043,3.1132772559884,0.00185022113642187,0.0433486491915903,"res25"
"PARVG",636.588419457435,-2.13491212674273,0.68586129011134,-3.11274620323908,0.00185355339088547,0.0433765739257333,"res25"
"ANKRD34B",13.9934508745034,-2.49490665886525,0.801963736633314,-3.1109968504798,0.00186456928006524,0.0435840380966577,"res25"
"PRR29",2890.90183987354,1.798053657375,0.578095215582539,3.1103071066989,0.00186892918891009,0.0436356209014422,"res25"
"TULP3",984.882383281515,0.748018700536005,0.24072621419496,3.10734210246915,0.00188777800958435,0.0437731225883711,"res25"
"RNASE6",260.60183670284,-1.32492962099553,0.426345639831686,-3.10764200970506,0.00188586356326283,0.0437731225883711,"res25"
"SRCIN1",414.145367481415,2.02226404430233,0.650799486765366,3.1073534712719,0.00188770540472923,0.0437731225883711,"res25"
"LRRC46",3817.47735905215,2.18352117113818,0.702483879701185,3.10828651622152,0.00188175541328343,0.0437731225883711,"res25"
"EFHB",682.678808091539,2.38039762629833,0.765760343760178,3.10854126319686,0.00188013389809294,0.0437731225883711,"res25"
"PRDM5",88.4795047485036,-1.81301816188853,0.583281966589797,-3.1083048435193,0.00188163871351677,0.0437731225883711,"res25"
"KNDC1",1300.6455502044,2.19300591901051,0.705952197670041,3.10645101219092,0.0018934767864644,0.0438550863479858,"res25"
"GTDC1",426.52716979898,-0.932337370519345,0.300316097279731,-3.1045201338339,0.00190587955793968,0.0440919579009196,"res25"
"ZEB2-AS1",9.72130663738895,-2.83825734385257,0.914539369884515,-3.10348295252831,0.00191257253163504,0.0441963454117626,"res25"
"HRH1",358.227752323641,-1.85747644866483,0.598665431795742,-3.1026953453671,0.0019176694044412,0.0442132970994373,"res25"
"SNRK",1719.35887818097,-1.75083833397186,0.564243029272201,-3.10298620123,0.00191578572677098,0.0442132970994373,"res25"
"CRNN",7392.13195725866,-3.16318349360891,1.01985803593647,-3.10159196883159,0.00192483070627732,0.0442776607189741,"res25"
"LOC100288152",2159.51271403491,1.26753506624958,0.408635938827732,3.10186879275915,0.00192303171760046,0.0442776607189741,"res25"
"MARCH10",301.728842865542,2.18131692637909,0.703484977416869,3.10072993227046,0.00193044270524128,0.0443061742518909,"res25"
"HCG14",30.0514413519377,2.76176349289641,0.890588388323718,3.1010549083114,0.00192832529608845,0.0443061742518909,"res25"
"ADGRE2",2442.80691512041,-2.81013867450083,0.906574916341408,-3.09973133366791,0.0019369625261985,0.0444055232533245,"res25"
"LRP2BP",256.491718383888,1.56256787904147,0.504472165165398,3.09743130927583,0.00195205630180681,0.0446505338740595,"res25"
"AIF1",1274.22366523236,-2.18787245192435,0.706329600247307,-3.09752338165965,0.00195145001325867,0.0446505338740595,"res25"
"EPDR1",377.74110897328,-1.68532371820768,0.544253618484885,-3.09657788385376,0.00195768426912364,0.0447287817340019,"res25"
"URAHP",880.644704657524,1.08439960054495,0.350379913750252,3.09492513123313,0.00196862582885134,0.0449102597897997,"res25"
"OGFRL1",1242.47794274992,-1.27499723004225,0.411992576420599,-3.09470923267467,0.00197005925950518,0.0449102597897997,"res25"
"C1orf87",510.810958787765,2.43096243799706,0.785852800335817,3.09340685298601,0.0019787265832819,0.045057160603136,"res25"
"BICC1",127.145895693328,2.29860953896772,0.744113434738703,3.08905797376832,0.00200792253069835,0.0453880104135458,"res25"
"CFAP46",1444.80876169633,1.98891909868292,0.643563764726365,3.09047713326212,0.00199835191378383,0.0453880104135458,"res25"
"PRKCB",1129.80063210399,-2.86210515303013,0.926084342892155,-3.09054480296233,0.00199789660609667,0.0453880104135458,"res25"
"GAMT",196.549037210565,1.9030561287757,0.616181264618109,3.08846801753241,0.00201191347834169,0.0453880104135458,"res25"
"CYP4F3",1513.33774667726,-1.45947876593482,0.472509406420599,-3.08878245830238,0.00200978543810394,0.0453880104135458,"res25"
"PELI1",6274.79218385439,-1.69215279519824,0.547591917891021,-3.09017123867595,0.002000411278297,0.0453880104135458,"res25"
"RUVBL1",2975.44121405281,1.39667263904903,0.452254235109554,3.08824667769158,0.00201341267945217,0.0453880104135458,"res25"
"E2F3",399.923439732656,-1.59166342465695,0.51533229820698,-3.08861569553257,0.00201091378081161,0.0453880104135458,"res25"
"KHDC1L",108.659683061561,-2.0461216174759,0.662356438009232,-3.08915487199867,0.00200726772670779,0.0453880104135458,"res25"
"LPAR6",759.274952193004,-0.902570274073992,0.292332892335465,-3.08747423823335,0.00201865267888498,0.0454555724336479,"res25"
"WDR86-AS1",884.394222008196,2.07116432674501,0.670920748765412,3.08704765884233,0.00202155182753486,0.0454703322273268,"res25"
"ARPC5",7907.71687126473,-1.07694400000636,0.34889839669642,-3.08669804792315,0.00202393072602421,0.0454733703920252,"res25"
"C17orf97",986.728526677953,1.44087560572605,0.467065656410334,3.08495301667009,0.00203584310209134,0.0456398189236539,"res25"
"PTPN12",976.072561431325,-1.34051441117658,0.434520973023803,-3.08503960544879,0.00203525049414732,0.0456398189236539,"res25"
"C1orf158",524.917439333032,2.54354143419344,0.824733808908879,3.08407562139175,0.00204185687447189,0.0456680826613027,"res25"
"IL1RAP",1801.64483048865,-1.7798939883506,0.577240057620901,-3.08345542699591,0.00204611758889089,0.0456680826613027,"res25"
"CAPZA2",4985.32902342408,-1.15572001892324,0.374782604744406,-3.08370773961458,0.00204438322649897,0.0456680826613027,"res25"
"TUBB4B",45609.9278728578,1.19749972106834,0.388359137609056,3.08348537500826,0.00204591165977205,0.0456680826613027,"res25"
"LOC101929626",22.8807974551568,1.84109274314331,0.59825160351943,3.07745559278475,0.00208775942853701,0.0457153301255762,"res25"
"DYDC2",703.368183416657,2.2679651063126,0.736056664698283,3.08123710454039,0.00206142424353463,0.0457153301255762,"res25"
"INA",82.9678449548401,-2.1679623204343,0.70440962436966,-3.07770116340233,0.00208603990216833,0.0457153301255762,"res25"
"CFAP43",1273.42782019156,2.3916271601872,0.776924082901966,3.07832800246583,0.00208165655892688,0.0457153301255762,"res25"
"FAM45B",1290.89853954025,-0.785435069051791,0.255081423679921,-3.0791543253944,0.00207589117952305,0.0457153301255762,"res25"
"TMEM45B",5359.11569378511,-0.824498701553188,0.267648847668525,-3.08052401022965,0.00206636693496917,0.0457153301255762,"res25"
"CMKLR1",105.862489823282,-1.56854428660336,0.509357275869499,-3.0794578990273,0.00207377678222344,0.0457153301255762,"res25"
"NRXN3",95.6826641013054,1.88455158281473,0.611793527222166,3.08037188848906,0.00206742274681841,0.0457153301255762,"res25"
"PCAT18",5.94385448940538,2.95682729226522,0.960625854750598,3.07802176845727,0.00208379692721452,0.0457153301255762,"res25"
"MIR8085",37.1611684528158,-2.0590311203703,0.668814584141026,-3.07862772313011,0.00207956366737998,0.0457153301255762,"res25"
"ANKRD36C",6561.81453419615,-1.53988253208194,0.500159058994713,-3.07878564706396,0.00207846169161849,0.0457153301255762,"res25"
"FRMD4B",2693.29987664428,-1.62703986623897,0.528201387593641,-3.08034000753268,0.00206764408159832,0.0457153301255762,"res25"
"RASA2",1532.01611013664,-1.58788266308416,0.515716856597407,-3.07898150461996,0.00207709576332766,0.0457153301255762,"res25"
"FAM47E-STBD1",807.906538966312,0.830928898183677,0.26998561830925,3.07767837186019,0.00208619943763872,0.0457153301255762,"res25"
"REEP2",68.5756078380384,1.77421216149835,0.576548021845178,3.07730161976825,0.00208883823627176,0.0457153301255762,"res25"
"LINC01600",5.8819314403132,-2.71229794892737,0.879907239235607,-3.08248168441436,0.00205282362749272,0.0457153301255762,"res25"
"DMRT2",557.713725996903,1.02254413734932,0.33190112709265,3.08086973462997,0.00206396924920662,0.0457153301255762,"res25"
"MID1IP1-AS1",112.13530117814,1.22538568118169,0.397830347114498,3.08017146019537,0.0020688145893241,0.0457153301255762,"res25"
"GPR141",23.6096814006853,-2.97860575266018,0.968566605296264,-3.07527199097381,0.00210310664681853,0.0459779496272106,"res25"
"RUVBL2",6901.53751900983,1.32788812462277,0.432032732809448,3.07358221676329,0.0021150539889775,0.0461893148067005,"res25"
"RGL4",631.884978116064,-1.71445046761079,0.557872263531961,-3.07319538841451,0.00211779775211371,0.0461994502091889,"res25"
"ECM1",9282.80040368004,-3.09711866647626,1.00811150236165,-3.07219852091838,0.00212488355768634,0.0463041829893241,"res25"
"DOCK10",185.037635433037,-1.91816055437288,0.624471146289977,-3.07165601768599,0.00212874883805799,0.0463385864146973,"res25"
"ALDH1A2",26.5789196241806,-2.83324289949251,0.922531494024984,-3.07116116668401,0.00213228022280806,0.0463656555744938,"res25"
"LINC00882",11.3550773552508,3.15101829522174,1.02678160449602,3.06883010118628,0.00214898767227529,0.0466788683454781,"res25"
"GCNT7",57.8504424481239,-1.80222891514901,0.587362328532521,-3.06834270364553,0.00215249613359759,0.0467050178195811,"res25"
"ATP2B1",2766.36936774368,-1.68909170978142,0.550611623223905,-3.06766446354975,0.00215738708655314,0.0467610766803057,"res25"
"ALOX12B",152.144318588361,-2.24915379330409,0.733418395969545,-3.06667218284158,0.00216456102120525,0.0468164286614147,"res25"
"TTC21A",1789.15587078076,1.31777676267137,0.429706825773192,3.06668799198204,0.00216444655394674,0.0468164286614147,"res25"
"CD53",4893.76054065211,-2.49174066511951,0.812855819220319,-3.06541530023067,0.00217367935330653,0.0468640398128705,"res25"
"HBD",36.0695369673205,-3.36593033572534,1.09825035219026,-3.06481152408702,0.00217807208886172,0.0468640398128705,"res25"
"PDE1B",47.6964248229058,-1.87358221104079,0.611581283221301,-3.06350482338556,0.00218760678411952,0.0468640398128705,"res25"
"UNC119B",3044.58233106119,1.07836307754956,0.352014479003403,3.06340546162345,0.00218833336701383,0.0468640398128705,"res25"
"CAPNS2",158.133355754073,-1.71814257935398,0.560508824230301,-3.0653265480938,0.00217432455436274,0.0468640398128705,"res25"
"RAB36",3398.73082640656,1.82744902087327,0.596035509124262,3.06600696250177,0.00216938263140514,0.0468640398128705,"res25"
"ANTXR2",1367.02560988382,-2.00655296956794,0.655010861916876,-3.06338884777544,0.00218845487736175,0.0468640398128705,"res25"
"EGFLAM",14.1150159092525,3.53718887127924,1.15429149121186,3.06438096287588,0.00218120957894676,0.0468640398128705,"res25"
"VNN1",937.019393291055,-1.85143839220124,0.604200602476588,-3.06427763330968,0.00218196315538601,0.0468640398128705,"res25"
"RGS22",300.96321349505,2.23371482657613,0.729211229102538,3.06319312899944,0.00218988679082149,0.0468640398128705,"res25"
"MS4A4A",103.904131489415,-1.58603902637524,0.517934581642372,-3.06223813313625,0.00219688603701169,0.0468653604485041,"res25"
"NEK10",940.807646598498,2.22916121905905,0.727860809957681,3.06262019957999,0.00219408338244163,0.0468653604485041,"res25"
"CCDC170",1876.84985261974,1.90012733338043,0.620481215383114,3.06234465487759,0.00219610431534853,0.0468653604485041,"res25"
"ANKFN1",143.411257341906,2.49425433028299,0.814908455100839,3.06077856312626,0.00220762297414559,0.0469918075320766,"res25"
"FAM182B",164.490643353133,1.59983343649636,0.522787852461204,3.06019627075227,0.00221191985696175,0.0469918075320766,"res25"
"ATP13A4",1877.95598314508,-1.26150297917284,0.412155774029785,-3.06074319143635,0.00220788377239903,0.0469918075320766,"res25"
"RAPGEF6",725.351412999972,-1.37518916453602,0.449382751934411,-3.06017344594643,0.00221208844298831,0.0469918075320766,"res25"
"COL5A3",36.0197231699674,-1.7321346960445,0.566097523080367,-3.05978144299105,0.00221498564978585,0.0470040829094869,"res25"
"CAPZA1",7092.57950803291,-1.06356171657783,0.347661404733,-3.05918834273433,0.00221937573359028,0.0470230083058061,"res25"
"HPSE",2112.71447706805,-1.25063428276743,0.408833051426417,-3.05903419110555,0.00222051805727112,0.0470230083058061,"res25"
"HSPB8",6024.70451240805,-2.26732441895518,0.741514313236346,-3.05769474504062,0.00223046658014374,0.0470650252390533,"res25"
"GPBAR1",42.7531473703613,-1.37997100200792,0.451262698806695,-3.05802142667025,0.0022280364453298,0.0470650252390533,"res25"
"IFT22",2796.57185240952,1.53863477065549,0.503077800527501,3.058442986437,0.00222490411213231,0.0470650252390533,"res25"
"ABCA1",1817.58498484379,-1.63096703230756,0.533428648920982,-3.05751675618975,0.00223179163400425,0.0470650252390533,"res25"
"CEP135",240.13127408105,-1.55598702262124,0.509162248852143,-3.05597484127911,0.0022433007844084,0.0472094846280588,"res25"
"LAMP2",7080.41551527523,-1.10717754845864,0.362277455255817,-3.05615911891847,0.00224192244493348,0.0472094846280588,"res25"
"MAB21L3",44.5899417025465,-1.87466275720747,0.613578750972193,-3.05529282791676,0.00224840878980108,0.0472189145431178,"res25"
"ADAMTS18",7.01388765729726,-4.33138751943312,1.41755570640965,-3.05553249149096,0.00224661259294393,0.0472189145431178,"res25"
"TAOK3",1439.91498194761,-1.16246156220269,0.380617686901889,-3.05414488660464,0.00225703047798133,0.047316178793626,"res25"
"WDR54",3628.39290044987,1.94778892639595,0.637795310914136,3.05394049323478,0.00225856876074644,0.047316178793626,"res25"
"FAM157B",201.552417311669,-2.46600495817548,0.807534792109423,-3.0537445349368,0.00226004446226339,0.047316178793626,"res25"
"DOK3",1681.4833842968,-2.31635135721535,0.758998604663776,-3.05185193092873,0.00227434261436666,0.0475663853692,"res25"
"SNX6",2716.09801515986,-0.762623651960801,0.249994455166998,-3.05056226727654,0.00228413312458099,0.0477156473677,"res25"
"PTENP1",107.759261203382,-1.62035918329467,0.531214417242058,-3.05029218089977,0.00228618837432334,0.0477156473677,"res25"
"OVOL1",2011.5391111492,-1.62769234829957,0.533680017360488,-3.04994059239828,0.00228886636071563,0.0477223926607644,"res25"
"EGR2",505.251833822021,-2.48397122861625,0.814726722081499,-3.04883976589119,0.00229726975226954,0.0478483749223993,"res25"
"TMEM150B",6.75205436644085,-3.55684091190353,1.16681096715114,-3.0483437437924,0.00230106546943072,0.0478782266976212,"res25"
"GAB1",412.978807057517,-1.23724655583716,0.406118171366235,-3.04651858269455,0.00231508168599277,0.0481204568700815,"res25"
"ENO4",221.342842214715,1.84380999267275,0.605645121802473,3.04437355523537,0.00233165422397506,0.0484152710072527,"res25"
"ADAMTS1",166.612858426606,-2.4701523829489,0.811543265808831,-3.04377164720479,0.00233632406221013,0.0484625828503075,"res25"
"S100A12",1071.84926275852,-2.86309744361967,0.940931507051647,-3.04283300342553,0.00234362352295186,0.0485642886668124,"res25"
"LOC101929771",42.2449679107059,-1.72164461263073,0.565935945193203,-3.04211921376188,0.00234918835451547,0.0486298786441373,"res25"
"DERL3",621.433453898122,1.85710105234534,0.610538264821674,3.041743915736,0.00235211909559584,0.0486408628483116,"res25"
"ROCK1",1406.55977449266,-1.52820761870486,0.502564645395563,-3.04081799765684,0.00235936401011101,0.0486417813112,"res25"
"PXK",722.750315562805,-1.08409395801707,0.356482057301584,-3.041089827138,0.00235723494432308,0.0486417813112,"res25"
"PHF20L1",2388.22800461643,-1.47815793409952,0.486098381267513,-3.04086166723121,0.00235902185570845,0.0486417813112,"res25"
"IFNGR1",6156.50515335754,-1.39735660404972,0.459593229332299,-3.04042034318001,0.00236248175426104,0.0486565601949738,"res25"
"APOBEC4",456.206122422024,2.31021585132655,0.760957787814312,3.03593167495157,0.00239793696229352,0.0488899300581896,"res25"
"PRB4",15.3898740038744,4.09419390013549,1.34791974085142,3.03741667701176,0.00238615363235221,0.0488899300581896,"res25"
"LRRC36",165.830370813841,2.26181089224313,0.744746977579349,3.03701922979895,0.00238930212678448,0.0488899300581896,"res25"
"DUSP18",1109.99996994823,1.0822866420125,0.356490963435728,3.03594411365108,0.00239783804174202,0.0488899300581896,"res25"
"PRRT3-AS1",142.373462239287,1.38172386343848,0.454940292366324,3.03715429612003,0.00238823173302983,0.0488899300581896,"res25"
"GPR156",65.4936185282037,2.16441679696878,0.712665923587936,3.03707070217692,0.00238889415901362,0.0488899300581896,"res25"
"CLDN18",17.6694832311647,2.94337072984731,0.96928661796887,3.0366360943011,0.00239234084649865,0.0488899300581896,"res25"
"MICAL1",1818.31246695622,-0.914100624167969,0.301093052658461,-3.03594060406589,0.00239786595184603,0.0488899300581896,"res25"
"POLB",1077.13613629316,-1.00661579650927,0.331338501333387,-3.03802845868622,0.00238131464703358,0.0488899300581896,"res25"
"TLR7",61.5683879591779,-1.86769540480493,0.614955334961911,-3.03712367162505,0.00238847439211124,0.0488899300581896,"res25"
"C10orf107",812.601423118871,2.25949633413838,0.744832121584259,3.03356456933199,0.0024168298532577,0.0490556306852438,"res25"
