"","x"
"3234","KLRF1"
"3235","MOB4"
"3236","LINC01353"
"3237","FOXD2-AS1"
"3238","SLC4A1"
"3239","LRFN1"
"3240","MFSD4"
"3241","UBC"
"3242","UBE2F"
"3243","DEFB4B"
"3244","FKBP15"
"3245","FLG-AS1"
"3246","SUPT6H"
"3247","ZNF396"
"3248","APOL1"
"3249","HLA-C"
"3250","ELMO1-AS1"
"3251","SRI"
"3252","MIR7705"
"3253","FAM225B"
"3254","ZBTB43"
"3255","PTGES"
"3256","CA5BP1"
"3257","PHYH"
"3258","ATXN7L3B"
"3259","DHX8"
"3260","HKDC1"
"3261","BANK1"
"3262","KCNJ2"
"3263","FAM174A"
"3264","PITX2"
"3265","DMRTA2"
"3266","NUP98"
"3267","GEMIN2"
"3268","GRIP2"
"3269","JAZF1"
"3270","CAB39"
"3271","ZAK"
"3272","TTC39A-AS1"
"3273","ZKSCAN2"
"3274","FAM177B"
"3275","ANKRD24"
"3276","VAMP4"
"3277","CAMSAP2"
"3278","MBOAT7"
"3279","URB1-AS1"
"3280","ECHDC1"
"3281","NANOS1"
"3282","SFRP1"
"3283","HSF2BP"
"3284","PLXNB1"
"3285","SIRT1"
"3286","FAM160B1"
"3287","THSD1"
"3288","MYL12A"
"3289","RPARP-AS1"
"3290","LOC102724163"
"3291","LINC01215"
"3292","CKAP2"
"3293","LOC101926935"
"3294","CABIN1"
"3295","CCNO"
"3296","RADIL"
"3297","NT5C3A"
"3298","PRSS53"
"3299","ARHGAP5-AS1"
"3300","RBP7"
"3301","LOC154761"
"3302","MAPK6"
"3303","TOR1AIP2"
"3304","MIR936"
"3305","RAB11FIP2"
"3306","PIK3CD-AS1"
"3307","MT1E"
"3308","CCNB1IP1"
"3309","USP9X"
"3310","BCDIN3D"
"3311","DNAJB5"
"3312","C1orf116"
"3313","FOSB"
"3314","C2"
"3315","IL6"
"3316","TAS2R20"
"3317","TTLL5"
"3318","CEP131"
"3319","ETV3"
"3320","TRIM39"
"3321","CFAP69"
"3322","NRG2"
"3323","LIX1"
"3324","ZASP"
"3325","DSC1"
"3326","POM121L8P"
"3327","DCST1"
"3328","FOXO4"
"3329","RPS15AP10"
"3330","EYA4"
"3331","ASPRV1"
"3332","KIAA0319L"
"3333","LINC00266-3"
"3334","SLC16A7"
"3335","MICAL3"
"3336","IL36RN"
"3337","CMTM4"
"3338","ZFYVE1"
"3339","GALNS"
"3340","CLEC14A"
"3341","COL4A5"
"3342","C2orf88"
"3343","MIR5706"
"3344","CTSA"
"3345","CASP10"
"3346","PHLDB2"
"3347","ITGB1BP2"
"3348","ZBED3-AS1"
"3349","TMPPE"
"3350","NT5DC2"
"3351","ADRA2B"
"3352","CFTR"
"3353","DENND4B"
"3354","TBL1XR1"
"3355","RBMS2"
"3356","TEX26-AS1"
"3357","CRK"
"3358","CDRT1"
"3359","RNF216P1"
"3360","MARC2"
"3361","PPM1B"
"3362","TRIM31"
"3363","FAM83C"
"3364","SPDL1"
"3365","ZC3H12A"
"3366","UAP1L1"
"3367","LOC101927851"
"3368","MYCBP2"
"3369","TMUB2"
"3370","LINC01206"
"3371","OXR1"
"3372","NUFIP2"
"3373","ALDH6A1"
"3374","CASQ2"
"3375","LOC729867"
"3376","IPO13"
"3377","LOC375196"
"3378","GTPBP1"
"3379","ARFGEF1"
"3380","COQ4"
"3381","LOC101929331"
"3382","LMO7"
"3383","NHLH1"
"3384","IRS2"
"3385","NDRG2"
"3386","MT1L"
"3387","FAM63A"
"3388","C21orf91-OT1"
"3389","CABLES2"
"3390","KLF3"
"3391","SIX3-AS1"
"3392","EIF4A3"
"3393","C2CD4B"
"3394","CLCA2"
"3395","LOC101927051"
"3396","FOXO1"
"3397","EEF2K"
"3398","LOC646214"
"3399","PON2"
"3400","INO80D"
"3401","KLF10"
"3402","HS2ST1"
"3403","NUDCD2"
"3404","SLC16A3"
"3405","MEIS1-AS2"
"3406","XRN2"
"3407","TOX4"
"3408","USP28"
"3409","LINC00937"
"3410","RCBTB1"
"3411","CIB1"
"3412","C18orf21"
"3413","LOC220729"
"3414","ABCB4"
"3415","NLRC3"
"3416","KIF20A"
"3417","TJP2"
"3418","SPATA6L"
"3419","TP53AIP1"
"3420","FDXR"
"3421","C17orf82"
"3422","NARF"
"3423","GNA15"
"3424","LOC728024"
"3425","GNB1"
"3426","USP35"
"3427","AASS"
"3428","FEM1B"
"3429","LRG1"
"3430","TCTN3"
"3431","ALPPL2"
"3432","EIF5"
"3433","ADGRL4"
"3434","LOC100506603"
"3435","IPO5P1"
"3436","UBE2E2"
"3437","RSF1"
"3438","C19orf35"
"3439","DEAR"
"3440","ARID5B"
"3441","TGFBR2"
"3442","STPG1"
"3443","LYPLAL1"
"3444","TRIM23"
"3445","VSIG10"
"3446","SLC9A2"
"3447","ACSS1"
"3448","CTNNAL1"
"3449","DCT"
"3450","HLA-DQA2"
"3451","SLC19A2"
"3452","BBX"
"3453","ST3GAL5"
"3454","LINC00880"
"3455","FNDC9"
"3456","SDC1"
"3457","MTRNR2L1"
"3458","C8orf34-AS1"
"3459","ABCB1"
"3460","BAG2"
"3461","SFTPB"
"3462","OLFM1"
"3463","LPXN"
"3464","MSRB1"
"3465","TREML3P"
"3466","TTC13"
"3467","SF3B1"
"3468","TMEM51-AS1"
"3469","HSPA14"
"3470","HACD1"
"3471","SH2B3"
"3472","RBM25"
"3473","PHF20"
"3474","TCAF2P1"
"3475","TMEM57"
"3476","MIR6080"
"3477","HSPBP1"
"3478","PPP3R1"
"3479","XG"
"3480","XK"
"3481","ADPGK"
"3482","MIR6787"
"3483","FABP3"
"3484","FCER1A"
"3485","PLCE1-AS2"
"3486","CAB39L"
"3487","SIX4"
"3488","PUS10"
"3489","IL1RL2"
"3490","C22orf34"
"3491","TFG"
"3492","PRCP"
"3493","THSD4-AS2"
"3494","RBM47"
"3495","NKAPL"
"3496","TPBG"
"3497","GALNT5"
"3498","RTFDC1"
"3499","DLX6-AS1"
"3500","SMAD6"
"3501","OLMALINC"
"3502","NXPH4"
"3503","LTN1"
"3504","SLC36A1"
"3505","AHSA1"
"3506","STXBP5-AS1"
"3507","PHC2"
"3508","CCR9"
"3509","NEIL2"
"3510","RSRC2"
"3511","FAM21EP"
"3512","SLC28A3"
"3513","TCEA3"
"3514","DYNC2H1"
"3515","LPPR2"
"3516","HSPB6"
"3517","STAT4"
"3518","CHIC2"
"3519","SNX31"
"3520","TBC1D10C"
"3521","ADGRA3"
"3522","TMEM167A"
"3523","CYR61"
"3524","SUCLA2"
"3525","LOC101928222"
"3526","SERPINB5"
"3527","ZNF701"
"3528","LINC01176"
"3529","MIR155HG"
"3530","CLDN1"
"3531","ARL9"
"3532","LARP7"
"3533","LMCD1"
"3534","FGD6"
"3535","FANCM"
"3536","CIR1"
"3537","ZNF800"
"3538","ASPH"
"3539","MAGT1"
"3540","LINC00852"
"3541","DERA"
"3542","PYCR2"
"3543","SEPT3"
"3544","TCAF2"
"3545","CFL2"
"3546","PEX7"
"3547","TACC2"
"3548","SAPCD1-AS1"
"3549","LAD1"
"3550","HIST1H3D"
"3551","MEF2D"
"3552","MTMR6"
"3553","NCKAP5"
"3554","ADTRP"
"3555","BCAP29"
"3556","GOLM1"
"3557","SYNE4"
"3558","TYR"
"3559","SIAH1"
"3560","FBXO39"
"3561","GPC3"
"3562","ENC1"
"3563","ESAM"
"3564","NFATC1"
"3565","ABI1"
"3566","NFYC"
"3567","LDHAL6A"
"3568","ATP6V1G1"
"3569","IST1"
"3570","RNFT2"
"3571","MAP1LC3B2"
"3572","SPPL3"
"3573","PMS2CL"
"3574","CD40LG"
"3575","SYPL2"
"3576","PRR9"
"3577","SLFN5"
"3578","THSD7A"
"3579","ENDOG"
"3580","SUB1"
"3581","VCAM1"
"3582","LINC00853"
"3583","PGBD3"
"3584","DOCK9"
"3585","RALBP1"
"3586","KRTCAP3"
"3587","SATB2"
"3588","NOP56"
"3589","MSL2"
"3590","SENP6"
"3591","MUC3A"
"3592","RAP1GAP"
"3593","ERLIN1"
"3594","NID2"
"3595","CDKL2"
"3596","SDCCAG8"
"3597","SPRR2D"
"3598","LRP11"
"3599","HABP2"
"3600","SMIM5"
"3601","TGOLN2"
"3602","ITGA10"
"3603","AMY2A"
"3604","KDM4B"
"3605","ANKRD30BL"
"3606","FAM27E2"
"3607","BICD2"
"3608","MIR29B2"
"3609","ABHD12B"
"3610","CES1P2"
"3611","DKFZp434J0226"
"3612","CYTL1"
"3613","PCDHB18P"
"3614","SLC17A9"
"3615","PRR14L"
"3616","DYNLT3"
"3617","GRK6"
"3618","HLX"
"3619","LOC101927292"
"3620","LACC1"
"3621","CEP170"
"3622","THY1"
"3623","VGF"
"3624","SRSF8"
"3625","ACE"
"3626","TAF7L"
"3627","PAPOLA"
"3628","NEK8"
"3629","RAB2A"
"3630","PIP5K1A"
"3631","MYSM1"
"3632","FOXC2"
"3633","IL4I1"
"3634","DIAPH1"
"3635","MIR642A"
"3636","RNF223"
"3637","GOLGB1"
"3638","OAZ3"
"3639","FADS2"
"3640","GADD45B"
"3641","APOBEC3B"
"3642","ZNHIT6"
"3643","GLMN"
"3644","LY6H"
"3645","ARRDC4"
"3646","FAM184A"
"3647","TTBK2"
"3648","AUTS2"
"3649","CHAD"
"3650","TOB2"
"3651","CTTNBP2NL"
"3652","DRAXIN"
"3653","PLK3"
"3654","GJA3"
"3655","RAB18"
"3656","RCAN3"
"3657","TMF1"
"3658","FAM86FP"
"3659","LOC100129083"
"3660","SWAP70"
"3661","PTPMT1"
"3662","SLC43A3"
"3663","AKAP3"
"3664","SQRDL"
"3665","SERINC3"
"3666","RAB7A"
"3667","SLC13A4"
"3668","LOC100506124"
"3669","C16orf54"
"3670","RBM7"
"3671","CCDC121"
"3672","ZNF843"
"3673","LINC01091"
"3674","CCL22"
"3675","ZBTB38"
"3676","RCHY1"
"3677","CDV3"
"3678","C6orf62"
"3679","CCDC9"
"3680","SLBP"
"3681","CCT6P3"
"3682","PNISR"
"3683","C10orf55"
"3684","COG1"
"3685","PLCE1"
"3686","C1QTNF8"
"3687","TSSK2"
"3688","CDH23"
"3689","BTBD10"
"3690","PPP2R5C"
"3691","FTO-IT1"
"3692","NR4A3"
"3693","DENND2C"
"3694","BBIP1"
"3695","PP14571"
"3696","DDO"
"3697","SH3BP1"
"3698","NEK6"
"3699","CAPS2"
"3700","FHL2"
"3701","AHCTF1P1"
"3702","B3GNT9"
"3703","HELZ2"
"3704","PPP4R1"
"3705","LOC100506175"
"3706","SMIM3"
"3707","OTUD1"
"3708","KDR"
"3709","YAF2"
"3710","BOLA3"
"3711","TRIM5"
"3712","SLFNL1-AS1"
"3713","SBF2"
"3714","SIPA1"
"3715","PAX9"
"3716","RNF114"
"3717","CSNK1A1"
"3718","LOC100419583"
"3719","DNASE1L3"
"3720","KCTD12"
"3721","C1orf21"
"3722","PPP1R15A"
"3723","MIR99AHG"
"3724","GSTA3"
"3725","FOXO3"
"3726","MFN1"
"3727","ELOVL4"
"3728","ZNF816-ZNF321P"
"3729","RP1L1"
"3730","EIF4EBP2"
"3731","MEX3C"
"3732","SHE"
"3733","AQP4-AS1"
"3734","GTF2H1"
"3735","SMIM2"
"3736","SLC7A5"
"3737","THBS3"
"3738","LOC101928404"
"3739","KCNK10"
"3740","CNEP1R1"
"3741","BACH1-IT2"
"3742","ATP6V1H"
"3743","FAM129C"
"3744","CHUK"
"3745","SLC7A11"
"3746","NIPA2"
"3747","NMUR2"
"3748","AP1G1"
"3749","EEA1"
"3750","HYAL4"
"3751","KIAA1468"
"3752","TMPO-AS1"
"3753","MAP2"
"3754","ULK3"
"3755","CDKL3"
"3756","MPL"
"3757","PCGF5"
"3758","CCDC34"
"3759","MPZL2"
"3760","C17orf107"
"3761","RTEL1"
"3762","PARP15"
"3763","XKR9"
"3764","CCL14"
"3765","WDR1"
"3766","IMPDH1"
"3767","CLEC4C"
"3768","MIR1295B"
"3769","SFTPA2"
"3770","ABHD6"
"3771","HIRIP3"
"3772","PLD2"
"3773","PDGFD"
"3774","DCTN4"
"3775","HDAC2"
"3776","MEMO1"
"3777","KLHL13"
"3778","ZNF653"
"3779","STAG1"
"3780","ATXN7L1"
"3781","LINC01093"
"3782","GPBP1L1"
"3783","SEL1L"
"3784","SOX10"
"3785","ERP44"
"3786","TAF13"
"3787","ITPKB-IT1"
"3788","SNN"
"3789","EIF4E3"
"3790","TOPBP1"
"3791","RBPJ"
"3792","CAST"
"3793","LOC101927502"
"3794","SPATA5"
"3795","LINC01588"
"3796","MIR3661"
"3797","BROX"
"3798","TMLHE"
"3799","TROVE2"
"3800","AATK"
"3801","LY6D"
"3802","PROM1"
"3803","RAB44"
"3804","HOXB3"
"3805","GIMAP7"
"3806","UBR5-AS1"
"3807","LINC01410"
"3808","MIR6732"
"3809","CNOT2"
"3810","CNOT11"
"3811","CLK1"
"3812","HIST1H2AC"
"3813","TMEM120A"
"3814","SRPK3"
"3815","ZNF493"
"3816","LOC102724050"
"3817","GLB1L2"
"3818","SLC22A17"
"3819","S1PR3"
"3820","SPRR1B"
"3821","LOC100128164"
"3822","RGS14"
"3823","OGDHL"
"3824","AFAP1L2"
"3825","PKD1"
"3826","SMG1P2"
"3827","FAM110B"
"3828","FMO4"
"3829","ZC3H11A"
"3830","FUT8-AS1"
"3831","EML1"
"3832","TBC1D3P2"
"3833","SIPA1L3"
"3834","KCNK2"
"3835","KDM2A"
"3836","YY1"
"3837","CR1L"
"3838","IRAK3"
"3839","C8orf89"
"3840","ZNF321P"
"3841","UPB1"
"3842","CD83"
"3843","PRPF3"
"3844","PSORS1C2"
"3845","CHI3L2"
"3846","CXCL11"
"3847","IL20RA"
"3848","GNAQ"
"3849","SNORD74"
"3850","CPNE6"
"3851","OTOP2"
"3852","LPIN1"
"3853","HCAR3"
"3854","PLIN4"
"3855","DENND6A"
"3856","TXNDC15"
"3857","GOLGA2P5"
"3858","RAB29"
"3859","ZNF33A"
"3860","CPXM2"
"3861","PPP1CC"
"3862","TEX14"
"3863","TET3"
"3864","LOC100506472"
"3865","CALHM2"
"3866","CASQ1"
"3867","APOC1"
"3868","WDR48"
"3869","WNT5A"
"3870","PPM1H"
"3871","FBXO4"
"3872","BTN3A3"
"3873","MAGEF1"
"3874","NINJ1"
"3875","RNASEL"
"3876","FCER2"
"3877","C1RL-AS1"
"3878","COPS2"
"3879","LRP2"
"3880","CCNH"
"3881","ALOX5AP"
"3882","GYPC"
"3883","CITED2"
"3884","ZNF664-FAM101A"
"3885","MYLK-AS1"
"3886","SBSPON"
"3887","SERPINA2"
"3888","TGIF1"
"3889","CA9"
"3890","FAM89A"
"3891","AKR1C2"
"3892","CRACR2A"
"3893","ARL17A"
"3894","LOC101927550"
"3895","PFKFB2"
"3896","SLC28A2"
"3897","TOX3"
"3898","C19orf66"
"3899","CCDC148"
"3900","PF4"
"3901","SLC9A6"
"3902","TPTE2"
"3903","HACE1"
"3904","RNVU1-20"
"3905","KDM3A"
"3906","EXTL3"
"3907","LRRC31"
"3908","LCE2B"
"3909","SLC9A7P1"
"3910","LOC100288866"
"3911","MIR4738"
"3912","EML2"
"3913","ANKEF1"
"3914","RBP2"
"3915","ANKH"
"3916","MIR6892"
"3917","EIF3H"
"3918","REPIN1"
"3919","SIGLEC12"
"3920","EPB41L5"
"3921","KIAA1841"
"3922","S100A2"
"3923","LINC01569"
"3924","TUT1"
"3925","G2E3"
"3926","SUV420H1"
"3927","RBM20"
"3928","PITPNM2"
"3929","ABHD3"
"3930","FAM83E"
"3931","ARNTL2"
"3932","RFX3"
"3933","ZBTB4"
"3934","PTGES2-AS1"
"3935","POU5F1P5"
"3936","RNF103"
"3937","AVL9"
"3938","PSCA"
"3939","LINC01278"
"3940","RBM26-AS1"
"3941","LOC101927248"
"3942","ANP32A"
"3943","ITPK1"
"3944","LINC00243"
"3945","ZNF592"
"3946","SPRR2E"
"3947","NRAP"
"3948","UBE2L6"
"3949","PATL1"
"3950","CD69"
"3951","LLPH"
"3952","KLKB1"
"3953","SAPCD1"
"3954","DECR1"
"3955","PHF2"
"3956","ARRDC3"
"3957","MGMT"
"3958","AZIN2"
"3959","ACTG1"
"3960","FOXG1"
"3961","GINS4"
"3962","BPGM"
"3963","POLR3E"
"3964","GATSL2"
"3965","NEIL1"
"3966","GNAO1"
"3967","LETM1"
"3968","PMS2P1"
"3969","LAMTOR5-AS1"
"3970","FBXO38"
"3971","CCDC85C"
"3972","C17orf50"
"3973","PDE4C"
"3974","F2R"
"3975","SELM"
"3976","BRIP1"
"3977","TINCR"
"3978","ROPN1B"
"3979","STAC3"
"3980","SOX21-AS1"
"3981","DNAJA4"
"3982","LINC01578"
"3983","FAM104A"
"3984","ZNF750"
"3985","CYP26C1"
"3986","ZBTB2"
"3987","EPS8L2"
"3988","SRGAP3"
"3989","GEMIN6"
"3990","SP140L"
"3991","CAMK2D"
"3992","ST3GAL1"
"3993","ZSCAN18"
"3994","MAPK8IP2"
"3995","SNORA77"
"3996","CDKN1B"
"3997","CD55"
"3998","CYB561A3"
"3999","PCP2"
"4000","CLOCK"
"4001","NLRP3"
"4002","APLP2"
"4003","SLC7A4"
"4004","RALGAPA1P"
"4005","L3MBTL1"
"4006","PTP4A2"
"4007","WFIKKN1"
"4008","HMGN3-AS1"
"4009","LOC101927354"
"4010","SDR16C5"
"4011","VPS41"
"4012","GXYLT1"
"4013","FGF14-IT1"
"4014","DCAKD"
"4015","UBLCP1"
"4016","SRPX2"
"4017","RASAL2"
"4018","TMEM254-AS1"
"4019","PRKCD"
"4020","PLS3-AS1"
"4021","PELP1"
"4022","TPK1"
"4023","PNLIPRP3"
"4024","PHACTR4"
"4025","TNNI2"
"4026","UBE2K"
"4027","ANAPC5"
"4028","CMAS"
"4029","GALM"
"4030","ALDH1L1-AS1"
"4031","ZNF607"
"4032","KCNMB1"
"4033","NDFIP2"
"4034","PIAS3"
"4035","TMEM63C"
"4036","PROCR"
"4037","SIAE"
"4038","OR7E91P"
"4039","MYNN"
"4040","ARMCX2"
"4041","SLC6A13"
"4042","HIST1H2BC"
"4043","CAMK1G"
"4044","CIART"
"4045","USF1"
"4046","GMFB"
"4047","LOC440434"
"4048","TPCN2"
"4049","SLC10A1"
"4050","TIAF1"
"4051","ZBED8"
"4052","HLA-G"
"4053","MEP1A"
"4054","AGFG2"
"4055","OR7E37P"
"4056","ZNF506"
"4057","IL36B"
"4058","OCLN"
"4059","LCA5"
"4060","GBAP1"
"4061","PCGF3"
"4062","TXNDC2"
"4063","LOC100130744"
"4064","STRIP2"
"4065","HTRA4"
"4066","ACOT11"
"4067","TTC41P"
"4068","KIF3A"
"4069","C10orf111"
"4070","SYDE1"
"4071","KIFAP3"
"4072","DTD2"
"4073","RNF166"
"4074","SLC5A1"
"4075","MIR4271"
"4076","CLDN12"
"4077","TCAIM"
"4078","CTR9"
"4079","CCDC102A"
"4080","ZNF563"
"4081","FNTA"
"4082","SOS1"
"4083","ANKHD1-EIF4EBP3"
"4084","TRIM34"
"4085","RALGAPA1"
"4086","ZSWIM8"
"4087","TMTC1"
"4088","SPIN1"
"4089","PRKAG2"
"4090","HM13-AS1"
"4091","LGALS2"
"4092","FAM210A"
"4093","EIF1"
"4094","NOX1"
"4095","RPE65"
"4096","SETD2"
"4097","MAD2L1"
"4098","MIR6784"
"4099","LOC729739"
"4100","LOC728175"
"4101","ZRANB1"
"4102","PECR"
"4103","SIKE1"
"4104","SLC36A4"
"4105","MAP2K3"
"4106","PTPN22"
"4107","AGAP2"
"4108","TLL2"
"4109","ATG2A"
"4110","PHOSPHO1"
"4111","SCN1B"
"4112","DYRK1A"
"4113","NFKB1"
"4114","IDS"
"4115","KIAA1324"
"4116","MT1F"
"4117","CCR3"
"4118","HNRNPA3"
"4119","WFDC13"
"4120","SRP14-AS1"
"4121","LOC100289230"
"4122","CYP2W1"
"4123","ATP6V1C1"
"4124","ADCY10"
"4125","PDGFA"
"4126","GRAMD3"
"4127","PARP1"
"4128","CYP4F22"
"4129","LOC101927437"
"4130","ARVCF"
"4131","SGMS1-AS1"
"4132","PEA15"
"4133","SPON1"
"4134","ZNF273"
"4135","UACA"
"4136","TRAM1L1"
"4137","ABL2"
"4138","UBQLNL"
"4139","TIMM10B"
"4140","DDX52"
"4141","BAIAP2-AS1"
"4142","SLC9A8"
"4143","ANO10"
"4144","SOBP"
"4145","C9orf114"
"4146","TTC34"
"4147","LGALS3"
"4148","KCNK13"
"4149","SCAMP2"
"4150","PLAUR"
"4151","DGCR10"
"4152","CDKN1A"
"4153","GTF2H2C"
"4154","SPTY2D1-AS1"
"4155","PNN"
"4156","ANGPTL6"
"4157","PTP4A1"
"4158","ORAI3"
"4159","NPIPA5"
"4160","LINC00211"
"4161","ADRB2"
"4162","PAQR8"
"4163","SPIRE1"
"4164","MBIP"
"4165","PCNP"
"4166","NGB"
"4167","KLF2"
"4168","TUBE1"
"4169","RIC1"
"4170","AGPAT3"
"4171","EGFL6"
"4172","IRF2BP2"
"4173","TFAP4"
"4174","KRT16"
"4175","ARNTL2-AS1"
"4176","GMPPB"
"4177","LOC100133091"
"4178","CATSPER1"
"4179","DDX5"
"4180","COL8A2"
"4181","ATP8B3"
"4182","AK3"
"4183","CECR5-AS1"
"4184","CD200R1L"
"4185","LEO1"
"4186","CXCR4"
"4187","UGDH"
"4188","ITGB7"
"4189","RAB10"
"4190","EAF1"
"4191","MCC"
"4192","MIR5095"
"4193","SLFN11"
"4194","TMEM40"
"4195","PTGER4"
"4196","AMPH"
"4197","PDK3"
"4198","TSPAN7"
"4199","CGA"
"4200","LOC100289511"
"4201","KIT"
"4202","GPR160"
"4203","SNORA44"
"4204","FAM13C"
"4205","ATP7A"
"4206","YWHAG"
"4207","TLR9"
"4208","PPIAP30"
"4209","PLEKHG3"
"4210","SNX33"
"4211","DENND1C"
"4212","HK2"
"4213","SRGAP3-AS3"
"4214","ZNF454"
"4215","IFT74"
"4216","ZDHHC23"
"4217","MIR6834"
"4218","RNF111"
"4219","MLK7-AS1"
"4220","TAPBP"
"4221","CXCR2P1"
"4222","DIS3L2"
"4223","PEBP1"
"4224","ATP5A1"
"4225","ATL2"
"4226","MIR3945"
"4227","KIAA1456"
"4228","HVCN1"
"4229","MYH11"
"4230","SEPT5"
"4231","ABHD17B"
"4232","GPR153"
"4233","OAS2"
"4234","CGNL1"
"4235","INPP4B"
"4236","DDX24"
"4237","SRSF4"
"4238","METTL21EP"
"4239","KCNK6"
"4240","POLK"
"4241","FAM3C"
"4242","EVA1A"
"4243","ATP13A5-AS1"
"4244","FHDC1"
"4245","LOC101927181"
"4246","SBDS"
"4247","PKP2"
"4248","HLA-L"
"4249","SIRT7"
"4250","LINC01341"
"4251","VIM-AS1"
"4252","L3MBTL2"
"4253","TRAPPC2"
"4254","ZNF83"
"4255","AADAT"
"4256","OR2A4"
"4257","N6AMT2"
"4258","RSL24D1"
"4259","ADAP2"
"4260","PRKAG2-AS1"
"4261","LDHB"
"4262","SERPINF2"
"4263","TOR1B"
"4264","GGCX"
"4265","PCBD2"
"4266","CA4"
"4267","PDGFRA"
"4268","CASP2"
"4269","ERICH1"
"4270","OR2B11"
"4271","MAPK1"
"4272","TNFSF9"
"4273","GSTA7P"
"4274","CHP2"
"4275","HAS2-AS1"
"4276","ZNF345"
"4277","WDR17"
"4278","ZNF12"
"4279","LIMD2"
"4280","SMTN"
"4281","CTRL"
"4282","BIRC6"
"4283","UBE4B"
"4284","SCUBE1"
"4285","ARPC4"
"4286","CD200"
"4287","CAMSAP1"
"4288","GBGT1"
"4289","IKZF2"
"4290","ZNF407"
"4291","C22orf29"
"4292","ERRFI1"
"4293","CASC3"
"4294","MPP2"
"4295","ZNF217"
"4296","LOC101928891"
"4297","BMP1"
"4298","HAR1A"
"4299","HYLS1"
"4300","ENTPD5"
"4301","BLOC1S6"
"4302","LOC100507002"
"4303","FCHO1"
"4304","GCNT4"
"4305","XRCC1"
"4306","GMEB1"
"4307","C18orf8"
"4308","SEPT5-GP1BB"
"4309","IMPA1"
"4310","ASH1L"
"4311","KLC3"
"4312","MSX1"
"4313","LOC100507564"
"4314","SUMO1P3"
"4315","RAG1"
"4316","PRDM10"
"4317","MYH10"
"4318","RBMS3"
"4319","DMXL1"
"4320","GPR137B"
"4321","TMEM218"
"4322","NTF3"
"4323","C12orf79"
"4324","SMG1P5"
"4325","LIPG"
"4326","ACVR2A"
"4327","SSC5D"
"4328","ZNRF3"
"4329","BRAF"
"4330","ADRBK1"
"4331","FSCN1"
"4332","FHL1"
"4333","SERPINE1"
"4334","GSE1"
"4335","MIR4497"
"4336","WARS"
"4337","EPX"
"4338","SEPT8"
"4339","GAST"
"4340","MRPS33"
"4341","CBX5"
"4342","GGT5"
"4343","SFI1"
"4344","TYRP1"
"4345","MAPRE2"
"4346","ZNF878"
"4347","FAM193B"
"4348","N4BP3"
"4349","FRA10AC1"
"4350","C6orf201"
"4351","NKX3-1"
"4352","SV2B"
"4353","MTRNR2L2"
"4354","KCTD9"
"4355","LOC100130451"
"4356","FAM86C2P"
"4357","SPATA2L"
"4358","INTS12"
"4359","C1orf186"
"4360","MASTL"
"4361","NFIC"
"4362","LRCH4"
"4363","C1orf56"
"4364","C1GALT1"
"4365","ANKRD33B"
"4366","CCDC154"
"4367","FFAR3"
"4368","ARHGEF16"
"4369","SLC25A43"
"4370","MAP3K11"
"4371","MAP4K5"
"4372","MIR203A"
"4373","ATP6AP2"
"4374","CEBPB-AS1"
"4375","PCDHB10"
"4376","DDX27"
"4377","TMEM132A"
"4378","PBX4"
"4379","RPS6KA6"
"4380","FALEC"
"4381","STRAP"
"4382","MFSD7"
"4383","SC5D"
"4384","FOXJ2"
"4385","LOC101927124"
"4386","LINC01179"
"4387","CDK11A"
"4388","GALNT16"
"4389","HEXIM1"
"4390","TP53INP1"
"4391","CXCL1"
"4392","SULF2"
"4393","UNC119"
"4394","ACTR3C"
"4395","THAP7-AS1"
"4396","TTC21B"
"4397","LOC221946"
"4398","ZCCHC17"
"4399","MCF2L"
"4400","ZNF724P"
"4401","RARG"
"4402","KRT23"
"4403","LOC642423"
"4404","ETV5"
"4405","MIR642B"
"4406","MIR4640"
"4407","PLP1"
"4408","LOC285629"
"4409","EZR-AS1"
"4410","XIAP"
"4411","RAB3IL1"
"4412","ADH4"
"4413","LOC541472"
"4414","PLCB2"
"4415","FERMT1"
"4416","C3orf67"
"4417","CXCL2"
"4418","LGALS1"
"4419","LINC01060"
"4420","MDM1"
"4421","MYL9"
"4422","ZBED9"
"4423","LPGAT1"
"4424","CASP7"
"4425","RASL11A"
"4426","EME2"
"4427","PRSS8"
"4428","CCL3"
"4429","CDKN2D"
"4430","ASTL"
"4431","MOCS3"
"4432","MIR3648-1"
"4433","MIR3648-2"
"4434","PCBP3"
"4435","SUN2"
"4436","PLCH1"
"4437","SERPINI2"
"4438","C4orf3"
"4439","PAPD7"
"4440","WNT2B"
"4441","ATF7IP"
"4442","UAP1"
"4443","ZNF195"
"4444","R3HDM2"
"4445","ZNF674-AS1"
"4446","TALDO1"
"4447","MAPK1IP1L"
"4448","KRTAP3-1"
"4449","GTF2H2C_2"
"4450","ADHFE1"
"4451","RHOF"
"4452","PIGH"
"4453","ITGB1"
"4454","CDHR1"
"4455","SIAH3"
"4456","SLFN12"
"4457","TSPAN10"
"4458","XRCC5"
"4459","TRAPPC10"
"4460","HIST1H2BF"
"4461","KIAA1324L"
"4462","MTUS1"
"4463","MIR7848"
"4464","FMOD"
"4465","IKBKB"
"4466","PRAF2"
"4467","RAB40A"
"4468","ZNF446"
"4469","SIGLEC10"
"4470","ATP13A5"
"4471","CLDN23"
"4472","ITGB3BP"
"4473","FTH1"
"4474","TSPAN32"
"4475","DYNLL1"
"4476","SNORD4A"
