"","x"
"1348","CWC25"
"1349","ACAA2"
"1350","IGF2R"
"1351","IL6R"
"1352","HIVEP1"
"1353","ELL3"
"1354","IL6ST"
"1355","NPEPPS"
"1356","MAP3K5"
"1357","A1BG"
"1358","PPIG"
"1359","TPRG1-AS2"
"1360","LAMA4"
"1361","PLS3"
"1362","KY"
"1363","SBSN"
"1364","PRKCH"
"1365","EVPL"
"1366","ERAP2"
"1367","KRTDAP"
"1368","TMEM132B"
"1369","SSPN"
"1370","TMC8"
"1371","ARHGEF1"
"1372","BRE-AS1"
"1373","GTF2IRD1P1"
"1374","SLC8A1-AS1"
"1375","COL4A6"
"1376","ZFP36L1"
"1377","LOC100507006"
"1378","TMEM163"
"1379","WDR63"
"1380","RASD1"
"1381","LOC284454"
"1382","LUCAT1"
"1383","IRF8"
"1384","LOC101927795"
"1385","CLIC6"
"1386","KAT2B"
"1387","ZC3HAV1"
"1388","MARCH5"
"1389","ZNF165"
"1390","CNN1"
"1391","MAGEL2"
"1392","SHROOM3"
"1393","ARHGAP10"
"1394","BST1"
"1395","SORL1"
"1396","LILRA1"
"1397","B9D1"
"1398","LOC101060498"
"1399","EXOC1"
"1400","FAM53C"
"1401","HIST1H2BN"
"1402","CCDC87"
"1403","DPYSL2"
"1404","KBTBD6"
"1405","POU2AF1"
"1406","P2RY10"
"1407","FAM167B"
"1408","HIF1A-AS1"
"1409","RBMS1"
"1410","IL10RB"
"1411","LAT2"
"1412","RAD21"
"1413","SPRY3"
"1414","GHRL"
"1415","TNFSF15"
"1416","LOC606724"
"1417","FBXW9"
"1418","CCDC186"
"1419","PIAS1"
"1420","DUSP19"
"1421","LOC101928269"
"1422","ICAM2"
"1423","FABP4"
"1424","NOV"
"1425","MUC12"
"1426","PRG4"
"1427","NFKB2"
"1428","ROBO4"
"1429","ARHGAP17"
"1430","HHATL"
"1431","RYBP"
"1432","MAML3"
"1433","LRRC70"
"1434","GPR85"
"1435","CFH"
"1436","XGY2"
"1437","PCDHB15"
"1438","DZIP1"
"1439","LGMN"
"1440","HERC6"
"1441","LINC00936"
"1442","NFE2L2"
"1443","SOD3"
"1444","SYTL5"
"1445","GNRH1"
"1446","DPP4"
"1447","ARF6"
"1448","SIGLEC5"
"1449","ABLIM3"
"1450","MIR223"
"1451","PASK"
"1452","MPZL3"
"1453","CDCA7"
"1454","DPYSL3"
"1455","TREML2"
"1456","LINC-PINT"
"1457","SVEP1"
"1458","PLEKHO2"
"1459","SERPIND1"
"1460","ZNF277"
"1461","MYD88"
"1462","GJA9"
"1463","TP53INP2"
"1464","CLIC2"
"1465","LINC00958"
"1466","XRN1"
"1467","ACBD7"
"1468","LRRN2"
"1469","CHST11"
"1470","RPS6KA5"
"1471","PRSS27"
"1472","IFNAR2"
"1473","BNIP3L"
"1474","MAP3K2"
"1475","COL3A1"
"1476","PDLIM7"
"1477","DPY30"
"1478","WBSCR17"
"1479","RELN"
"1480","AMT"
"1481","GRN"
"1482","SLC19A1"
"1483","GNE"
"1484","PGD"
"1485","KIF26A"
"1486","SNCA"
"1487","OSBPL3"
"1488","TCEAL1"
"1489","PCDH12"
"1490","LINC00520"
"1491","BAIAP3"
"1492","FAM166A"
"1493","LIN54"
"1494","TACC3"
"1495","IL1B"
"1496","YTHDF3"
"1497","DNAJB14"
"1498","ZDHHC13"
"1499","MIR4700"
"1500","SNAP23"
"1501","LOC101927272"
"1502","ZNRF2"
"1503","PPM1E"
"1504","ADGRG6"
"1505","BTK"
"1506","FBXO36"
"1507","FAM209A"
"1508","STAB1"
"1509","CD19"
"1510","RNASET2"
"1511","GRB10"
"1512","AGO3"
"1513","LOC440300"
"1514","ERN1"
"1515","DCLRE1C"
"1516","FOXO6"
"1517","LINC00908"
"1518","IPMK"
"1519","C11orf63"
"1520","CETP"
"1521","AOC2"
"1522","SEMA6B"
"1523","AGFG1"
"1524","C3orf70"
"1525","SPPL2A"
"1526","LINC00987"
"1527","PPP1R3C"
"1528","GUCY2C"
"1529","SLCO3A1"
"1530","AMIGO2"
"1531","PARVA"
"1532","MBD2"
"1533","GPSM3"
"1534","TBC1D1"
"1535","LUM"
"1536","NAF1"
"1537","SYF2"
"1538","RNF11"
"1539","ADAR"
"1540","FAM214A"
"1541","PSTPIP1"
"1542","LRRC25"
"1543","LOC101927730"
"1544","MKLN1"
"1545","CCDC71L"
"1546","LOC102723885"
"1547","PDE6B"
"1548","CATIP"
"1549","ACAD11"
"1550","APOO"
"1551","HOXB-AS1"
"1552","RIN3"
"1553","TLE4"
"1554","NPHP4"
"1555","FAM212B"
"1556","PRPS1"
"1557","FCHSD2"
"1558","GLIPR1L2"
"1559","PLD6"
"1560","IL1RN"
"1561","SALL4"
"1562","LST1"
"1563","SMC2-AS1"
"1564","JAK1"
"1565","AP1AR"
"1566","PPP2R2D"
"1567","GABARAPL1"
"1568","ATP11B"
"1569","LOC100499194"
"1570","SNORA7B"
"1571","CKLF"
"1572","SPAST"
"1573","STK10"
"1574","ZDHHC18"
"1575","UBAC1"
"1576","TNFRSF8"
"1577","RASGRP2"
"1578","ARHGAP5"
"1579","NLRP12"
"1580","LRRC61"
"1581","PCMTD1"
"1582","ZNF281"
"1583","WAC"
"1584","NEAT1"
"1585","LMO7DN-IT1"
"1586","DDX60"
"1587","KMT2C"
"1588","MAL"
"1589","CPQ"
"1590","FGD4"
"1591","NCOA7"
"1592","KRT78"
"1593","FAM107B"
"1594","ERBB2IP"
"1595","AQP10"
"1596","MXI1"
"1597","ZNF214"
"1598","LRRC49"
"1599","USP53"
"1600","SASH3"
"1601","EPSTI1"
"1602","CCDC8"
"1603","DNAH1"
"1604","ZNF518A"
"1605","LYPLA1"
"1606","IQGAP2"
"1607","PNO1"
"1608","GPSM2"
"1609","WNT8B"
"1610","CRY2"
"1611","RTN4"
"1612","PDK1"
"1613","HES6"
"1614","VPS8"
"1615","RNF150"
"1616","MTPN"
"1617","LUZP6"
"1618","RNASE7"
"1619","ZDHHC1"
"1620","TMEM190"
"1621","SH2B2"
"1622","APITD1"
"1623","POU2F2"
"1624","SCYL2"
"1625","BAZ2A"
"1626","CYP11A1"
"1627","GRB2"
"1628","ADGRB2"
"1629","SNX9"
"1630","FGD5"
"1631","KLHL2"
"1632","PPP2R2A"
"1633","GJB6"
"1634","PSMC6"
"1635","HCK"
"1636","KNCN"
"1637","NR4A1"
"1638","NLRP1"
"1639","PLB1"
"1640","ASTN2"
"1641","PIK3CA"
"1642","LINCR-0003"
"1643","C1orf110"
"1644","FFAR4"
"1645","LOC283335"
"1646","TBK1"
"1647","SIX1"
"1648","PLA2G4D"
"1649","LOC401052"
"1650","FOXI1"
"1651","KCP"
"1652","HS6ST2"
"1653","CD164L2"
"1654","BTBD19"
"1655","GLT1D1"
"1656","DIS3"
"1657","MIR22"
"1658","ALOX12-AS1"
"1659","SASH1"
"1660","RASA4CP"
"1661","EGLN1"
"1662","TMEM127"
"1663","PPM1A"
"1664","RGS1"
"1665","SSBP4"
"1666","HSPB2-C11orf52"
"1667","NUB1"
"1668","MIR21"
"1669","C11orf52"
"1670","SLC2A14"
"1671","MYLK"
"1672","TNXB"
"1673","TRIB2"
"1674","GLTSCR1L"
"1675","WDR49"
"1676","CUL4B"
"1677","SDCBP2"
"1678","TCTEX1D4"
"1679","PLEKHM1"
"1680","ZC3H13"
"1681","KRT42P"
"1682","MIR7106"
"1683","MYO9B"
"1684","ST20-MTHFS"
"1685","TSSC2"
"1686","PRICKLE4"
"1687","SH3GLB1"
"1688","FANCF"
"1689","BBS1"
"1690","CCDC24"
"1691","CHMP2B"
"1692","BCDIN3D-AS1"
"1693","SCAF11"
"1694","EFCAB11"
"1695","CDC73"
"1696","ZMIZ1"
"1697","MIR7844"
"1698","POMT2"
"1699","MIR6852"
"1700","PPFIBP1"
"1701","MIR3198-2"
"1702","COQ10A"
"1703","FAM227B"
"1704","CLUAP1"
"1705","FNBP1"
"1706","FSIP1"
"1707","RIF1"
"1708","USP38"
"1709","PPP1R18"
"1710","LINC00883"
"1711","APITD1-CORT"
"1712","CXCL12"
"1713","TAB3"
"1714","LINC01531"
"1715","RELB"
"1716","FAM129A"
"1717","DENND1B"
"1718","C11orf49"
"1719","MBP"
"1720","GPR27"
"1721","ARL6"
"1722","ING3"
"1723","GPR155"
"1724","GOLGA7"
"1725","GATA1"
"1726","VGLL1"
"1727","TEC"
"1728","RB1CC1"
"1729","PGM5P3-AS1"
"1730","CLDN3"
"1731","TNFSF14"
"1732","PLXNA4"
"1733","CD2AP"
"1734","LOC254896"
"1735","ZNF483"
"1736","PNRC2"
"1737","TTLL13P"
"1738","EMILIN2"
"1739","FCAR"
"1740","EXOC6B"
"1741","PAK2"
"1742","SERINC1"
"1743","HMHA1"
"1744","SH3BGRL2"
"1745","LOC100507250"
"1746","TPD52L2"
"1747","CFAP47"
"1748","VDAC3"
"1749","TDRD6"
"1750","CWC22"
"1751","KLHL6"
"1752","LYPD5"
"1753","C19orf38"
"1754","NUAK2"
"1755","MEFV"
"1756","ACAD8"
"1757","MIR3198-1"
"1758","ABCD1"
"1759","MARK3"
"1760","ARPC2"
"1761","GPBP1"
"1762","VCPIP1"
"1763","DSTNP2"
"1764","LOC728613"
"1765","INTS6"
"1766","CCDC144A"
"1767","ZNF350"
"1768","TMEM74B"
"1769","LOC100129931"
"1770","DHRS4-AS1"
"1771","ADCY5"
"1772","LPCAT1"
"1773","SFT2D2"
"1774","ZNF641"
"1775","DIO2"
"1776","CLPX"
"1777","SLC1A4"
"1778","MTHFD2"
"1779","RCAN1"
"1780","PCDHB14"
"1781","NEURL1B"
"1782","EGR3"
"1783","C16orf89"
"1784","DDIT3"
"1785","RTN1"
"1786","SLC2A5"
"1787","RAB4A"
"1788","PDIA5"
"1789","MTHFS"
"1790","LOC101928335"
"1791","CCPG1"
"1792","THBD"
"1793","LCMT1-AS1"
"1794","SLU7"
"1795","CHKB-AS1"
"1796","DCX"
"1797","TMEM86A"
"1798","PRPF40A"
"1799","GLA"
"1800","CTBS"
"1801","GALK2"
"1802","LYPD3"
"1803","RUFY1"
"1804","RAPGEF3"
"1805","GABPA"
"1806","ARFIP1"
"1807","KLHL32"
"1808","KIAA2026"
"1809","SHISA9"
"1810","PIK3CD"
"1811","SLC5A5"
"1812","SERPINB9P1"
"1813","PSPH"
"1814","MARK2"
"1815","LSP1"
"1816","REEP1"
"1817","FOCAD"
"1818","CFAP20"
"1819","IL10"
"1820","PLIN3"
"1821","TRIP10"
"1822","DCP1A"
"1823","SLIT1"
"1824","MED13L"
"1825","EDEM1"
"1826","ELN"
"1827","MYCN"
"1828","BMP2K"
"1829","SHANK2"
"1830","LOC102723385"
"1831","LINC00675"
"1832","C17orf104"
"1833","CCDC173"
"1834","ACAA1"
"1835","RPL32P3"
"1836","IQCE"
"1837","AAED1"
"1838","PHF21A"
"1839","PPCDC"
"1840","CCDC148-AS1"
"1841","FKBP1A-SDCBP2"
"1842","AZU1"
"1843","CD14"
"1844","GTF2B"
"1845","SNX27"
"1846","MYBPH"
"1847","R3HCC1L"
"1848","GLYATL2"
"1849","FAM129B"
"1850","IGFBPL1"
"1851","ACAT1"
"1852","SMAGP"
"1853","CLMN"
"1854","OR7G2"
"1855","TRIM17"
"1856","SRPK2"
"1857","PTAFR"
"1858","FUZ"
"1859","COX6B2"
"1860","TMCC1"
"1861","ALAS2"
"1862","GPRIN1"
"1863","G0S2"
"1864","TAC3"
"1865","HAMP"
"1866","TAS2R40"
"1867","LINC00511"
"1868","CYP2B7P"
"1869","GSKIP"
"1870","IRF2"
"1871","CARD6"
"1872","CXorf38"
"1873","DLG4"
"1874","RFFL"
"1875","PADI4"
"1876","WFDC6"
"1877","GSK3B"
"1878","SCGB2A1"
"1879","PRSS30P"
"1880","LILRB5"
"1881","HSPBAP1"
"1882","FBXL5"
"1883","TRPS1"
"1884","CAND1.11"
"1885","RAPGEF2"
"1886","CA3"
"1887","TBC1D15"
"1888","ZPBP"
"1889","ZNF3"
"1890","JMJD6"
"1891","MKNK1-AS1"
"1892","GABRR2"
"1893","TUBB6"
"1894","CORIN"
"1895","LOC100134868"
"1896","CXCL5"
"1897","STX7"
"1898","C9orf43"
"1899","DMBT1"
"1900","NKPD1"
"1901","KCNJ11"
"1902","KRT75"
"1903","SERPINB11"
"1904","SPEF2"
"1905","TNFRSF10D"
"1906","MAST3"
"1907","ITGA2"
"1908","CFAP44"
"1909","ATG12"
"1910","LEPR"
"1911","PGLYRP1"
"1912","TBC1D23"
"1913","PIGX"
"1914","RPS6KA2"
"1915","DMXL2"
"1916","RAP2B"
"1917","CREB3L2"
"1918","ZBTB34"
"1919","LRRIQ3"
"1920","PDE2A"
"1921","LOC105274304"
"1922","SLAMF8"
"1923","CFHR3"
"1924","POU2F3"
"1925","HRH4"
"1926","ICAM3"
"1927","ADAM17"
"1928","PSMB8-AS1"
"1929","GPR78"
"1930","STAT1"
"1931","MORN4"
"1932","HERC4"
"1933","MMP13"
"1934","RBM22"
"1935","MFSD2A"
"1936","LINC01266"
"1937","GIPR"
"1938","STK36"
"1939","CKLF-CMTM1"
"1940","BTBD3"
"1941","RAB9A"
"1942","SYNJ1"
"1943","FZD10"
"1944","USP13"
"1945","SMTNL1"
"1946","ITGA5"
"1947","CCDC153"
"1948","HSH2D"
"1949","HSD17B11"
"1950","FAM229B"
"1951","TXLNB"
"1952","ENG"
"1953","PKD1P1"
"1954","RAD51L3-RFFL"
"1955","FAM216A"
"1956","PPARD"
"1957","GRHL3"
"1958","OSBPL11"
"1959","LTB4R"
"1960","PP7080"
"1961","FEM1C"
"1962","C18orf25"
"1963","SPEF1"
"1964","EFHD2"
"1965","TTC23L"
"1966","LOC101927136"
"1967","RELT"
"1968","BBS12"
"1969","IL4R"
"1970","LOC146880"
"1971","MARCH4"
"1972","ZNF721"
"1973","IRX1"
"1974","DHX34"
"1975","EPHX4"
"1976","ATF6"
"1977","GLT8D1"
"1978","KRT13"
"1979","RAMP3"
"1980","YWHAZ"
"1981","PISD"
"1982","FOSL2"
"1983","CDC42SE2"
"1984","LGR6"
"1985","CRIP3"
"1986","DNAJB9"
"1987","LOC100133331"
"1988","SCMH1"
"1989","PKD1L1"
"1990","SLMAP"
"1991","ELF1"
"1992","SPINK5"
"1993","LOC100268168"
"1994","UNC93A"
"1995","LINC01559"
"1996","GCGR"
"1997","GATAD2B"
"1998","KLK8"
"1999","ANO8"
"2000","S100A7A"
"2001","GRIK4"
"2002","RANBP2"
"2003","NME8"
"2004","MSI2"
"2005","TRAF3IP2"
"2006","ZNF710"
"2007","DPEP3"
"2008","NDC80"
"2009","CEACAM8"
"2010","IGFBP7"
"2011","RAET1E"
"2012","ABCG4"
"2013","MBL1P"
"2014","VASH1"
"2015","PJA2"
"2016","PIR-FIGF"
"2017","RGCC"
"2018","CRMP1"
"2019","HPDL"
"2020","SERTAD4"
"2021","CCDC144B"
"2022","ATP6V1A"
"2023","MYO6"
"2024","LOC101927069"
"2025","ACPP"
"2026","PGS1"
"2027","ACVR1C"
"2028","GUCY1A2"
"2029","CCDC3"
"2030","C10orf53"
"2031","ANP32A-IT1"
"2032","KLF4"
"2033","XAF1"
"2034","DZIP3"
"2035","RBM38"
"2036","FAM181A-AS1"
"2037","LINC00551"
"2038","BRCA2"
"2039","RBM8A"
"2040","PTK2B"
"2041","ABHD12"
"2042","LRP10"
"2043","LEPROT"
"2044","ADAM10"
"2045","LINC00341"
"2046","TNFRSF1B"
"2047","MITD1"
"2048","CD177"
"2049","LOC101928118"
"2050","EXOC6"
"2051","LOC101928227"
"2052","DUOXA1"
"2053","VLDLR"
"2054","ARL6IP1"
"2055","FILIP1L"
"2056","RUNX2"
"2057","SMS"
"2058","SNORD76"
"2059","CHI3L1"
"2060","OR7E47P"
"2061","LNX1"
"2062","FURIN"
"2063","TMEM178A"
"2064","PAIP2B"
"2065","KCNA3"
"2066","IQCA1"
"2067","LINC01522"
"2068","FAM86EP"
"2069","C9orf163"
"2070","RUSC2"
"2071","MRGPRX3"
"2072","GNAT2"
"2073","ENPP3"
"2074","MYBPC3"
"2075","HOMER2"
"2076","ST3GAL2"
"2077","BSCL2"
"2078","TAGLN3"
"2079","IGFBP7-AS1"
"2080","RBP5"
"2081","TNFAIP3"
"2082","SAMD8"
"2083","CSK"
"2084","OSR2"
"2085","MIDN"
"2086","HOOK3"
"2087","ANKZF1"
"2088","PTRH1"
"2089","NDP"
"2090","ZDHHC17"
"2091","WWC3"
"2092","FABP5"
"2093","ZNF431"
"2094","GRAMD1A"
"2095","BRD2"
"2096","RASSF10"
"2097","RBM44"
"2098","MYH7B"
"2099","AGO4"
"2100","HIP1"
"2101","MIR6087"
"2102","PCDHB6"
"2103","MXRA5"
"2104","FPR1"
"2105","SYT17"
"2106","CTIF"
"2107","IQSEC1"
"2108","TRAF1"
"2109","PERP"
"2110","E2F2"
"2111","APBB1"
"2112","TMOD2"
"2113","LILRA2"
"2114","LOC102724094"
"2115","RNF38"
"2116","FAM132A"
"2117","LINC00626"
"2118","LBH"
"2119","SH3BP5-AS1"
"2120","KCTD20"
"2121","CLVS1"
"2122","NCALD"
"2123","FRMPD3"
"2124","ELL"
"2125","MYBL1"
"2126","MED4"
"2127","DNAAF5"
"2128","LIN7A"
"2129","MRC1"
"2130","ODF3B"
"2131","AGAP7P"
"2132","SNAPC4"
"2133","RAPGEF1"
"2134","EPCAM"
"2135","NBPF10"
"2136","PAN3"
"2137","KRT33A"
"2138","DHRS9"
"2139","HDAC4"
"2140","SH3BP5"
"2141","CEL"
"2142","STEAP3"
"2143","CNOT8"
"2144","KCNH5"
"2145","GGTA1P"
"2146","IL36A"
"2147","PIR"
"2148","HIST2H3C"
"2149","HIST2H3A"
"2150","LOC100130987"
"2151","GPR18"
"2152","GSN"
"2153","GAPT"
"2154","APOBEC3B-AS1"
"2155","HAS2"
"2156","DUSP16"
"2157","LCE2D"
"2158","TMEM30A"
"2159","HS3ST6"
"2160","CP"
"2161","KBTBD11"
"2162","METTL4"
"2163","TGM3"
"2164","WDR19"
"2165","TIGD4"
"2166","RDH10"
"2167","SCYL3"
"2168","CCNT2"
"2169","TTPAL"
"2170","BID"
"2171","TFAP2A"
"2172","NRSN2"
"2173","PNP"
"2174","CHMP1B"
"2175","LOC643387"
"2176","PRKDC"
"2177","LOC101928233"
"2178","HERC3"
"2179","SYT5"
"2180","RHOBTB1"
"2181","WNT9A"
"2182","GFRA3"
"2183","FKBP6"
"2184","RHPN1"
"2185","FAM46A"
"2186","COL21A1"
"2187","NDFIP1"
"2188","MIR6835"
"2189","IL9R"
"2190","LOC101928303"
"2191","ELL2"
"2192","LCE3C"
"2193","LOC102724552"
"2194","LOC81691"
"2195","DPY19L2"
"2196","C2orf15"
"2197","TPRG1-AS1"
"2198","RSPH3"
"2199","PADI2"
"2200","RXRA"
"2201","GPRC5A"
"2202","NBPF9"
"2203","PFN4"
"2204","FAIM"
"2205","SMC3"
"2206","RHOG"
"2207","TPT1-AS1"
"2208","JOSD1"
"2209","TMLHE-AS1"
"2210","LOC101927830"
"2211","PTBP3"
"2212","SPATA6"
"2213","HNRNPUL2-BSCL2"
"2214","BIRC3"
"2215","CFAP36"
"2216","RAMP1"
"2217","LINC01392"
"2218","DCUN1D1"
"2219","CHST10"
"2220","LINC00877"
"2221","TLN1"
"2222","EGR4"
"2223","POU2F1"
"2224","ZFX"
"2225","DDAH1"
"2226","IL27RA"
"2227","SRPK1"
"2228","MAPK8IP1"
"2229","LOC100130357"
"2230","LINC01552"
"2231","TNNT2"
"2232","NRGN"
"2233","LYRM1"
"2234","ICAM1"
"2235","TMBIM1"
"2236","TIFAB"
"2237","M1AP"
"2238","TMEM164"
"2239","DNAL4"
"2240","ATPIF1"
"2241","KLK10"
"2242","MGC16025"
"2243","C20orf195"
"2244","LMTK2"
"2245","KIAA0430"
"2246","RND2"
"2247","KLHDC7A"
"2248","LAYN"
"2249","LIMK2"
"2250","COTL1"
"2251","LAMC2"
"2252","RARA-AS1"
"2253","RBMXL1"
"2254","TSIX"
"2255","LINC01032"
"2256","PDCD10"
"2257","RECQL5"
"2258","LINC00696"
"2259","ALDH9A1"
"2260","TENM4"
"2261","PTPN6"
"2262","CPEB1"
"2263","YPEL3"
"2264","ZNF497"
"2265","SOX4"
"2266","PDLIM2"
"2267","NPTXR"
"2268","SLC16A6"
"2269","RARA"
"2270","UPF3B"
"2271","STAR"
"2272","CASP8AP2"
"2273","GTPBP2"
"2274","ARID3A"
"2275","SPAG9"
"2276","PAK1"
"2277","B9D2"
"2278","P2RX1"
"2279","PROM2"
"2280","IL1R2"
"2281","TRAPPC6B"
"2282","ZSCAN31"
"2283","FBLN7"
"2284","FZD7"
"2285","SPCS3"
"2286","ZNF491"
"2287","MMP25-AS1"
"2288","C3orf62"
"2289","WDR26"
"2290","SPINK1"
"2291","INPP5A"
"2292","POMZP3"
"2293","CENPBD1"
"2294","SPATA1"
"2295","KCNB1"
"2296","SOCS3"
"2297","GULP1"
"2298","PNLDC1"
"2299","MKI67"
"2300","TUBB1"
"2301","SFXN3"
"2302","KRAS"
"2303","MIR4720"
"2304","TRIM32"
"2305","SPRR2C"
"2306","ABCD2"
"2307","ZDHHC21"
"2308","ZMAT4"
"2309","CD99"
"2310","EIF2D"
"2311","TRIM3"
"2312","ARPC3"
"2313","RASA4"
"2314","HERPUD2"
"2315","VAMP3"
"2316","AHR"
"2317","KU-MEL-3"
"2318","LOC101060321"
"2319","SBNO2"
"2320","MB"
"2321","HRASLS"
"2322","ELF2"
"2323","LOC101928445"
"2324","SPTLC1"
"2325","SPHK1"
"2326","AMOTL2"
"2327","SPINK7"
"2328","DUSP1"
"2329","ZNF503-AS1"
"2330","PACSIN2"
"2331","AKR1B10"
"2332","DQX1"
"2333","SNCAIP"
"2334","UBN1"
"2335","TTLL7"
"2336","UPF2"
"2337","PTPRO"
"2338","CTAG2"
"2339","MMP7"
"2340","DNAJB6"
"2341","FAM166B"
"2342","HEPACAM2"
"2343","DCDC5"
"2344","TBC1D3H"
"2345","LOC100289561"
"2346","WDR86"
"2347","OSGIN2"
"2348","CD300LD"
"2349","ATPAF1"
"2350","NRD1"
"2351","RPPH1"
"2352","CCSAP"
"2353","TAX1BP1"
"2354","FAM66C"
"2355","SNTG2"
"2356","LRRFIP1"
"2357","ATP6V0E2-AS1"
"2358","ZBED5-AS1"
"2359","LGALS8"
"2360","TNFRSF9"
"2361","GNAZ"
"2362","SLC29A4"
"2363","ANGPTL2"
"2364","HAGHL"
"2365","INSIG1"
"2366","NUPR1L"
"2367","SIGLEC8"
"2368","LAMA2"
"2369","GPR146"
"2370","DPY19L2P1"
"2371","DEFB103A"
"2372","DEFB103B"
"2373","ADGRF4"
"2374","GLTP"
"2375","FAM86B3P"
"2376","B3GNT5"
"2377","RGS17"
"2378","AOC3"
"2379","CARD14"
"2380","CDC42BPA"
"2381","PDCD4"
"2382","TSPY26P"
"2383","PDCD4-AS1"
"2384","GXYLT2"
"2385","KLHL18"
"2386","PDLIM5"
"2387","ALDH3B2"
"2388","KDM7A"
"2389","OSM"
"2390","PSMA3-AS1"
"2391","CYB561"
"2392","SPDYA"
"2393","TGM1"
"2394","UPP1"
"2395","MKNK1"
"2396","TAOK1"
"2397","KANSL1"
"2398","C1GALT1C1L"
"2399","FSD1L"
"2400","RFK"
"2401","HRK"
"2402","IGFBP3"
"2403","ARHGEF26-AS1"
"2404","USH1C"
"2405","PRSS3"
"2406","N4BP2L2"
"2407","SPTY2D1"
"2408","FBLL1"
"2409","CBL"
"2410","FAM3D"
"2411","NAT14"
"2412","ZNF876P"
"2413","LOC284825"
"2414","DKFZP434I0714"
"2415","PRRC2C"
"2416","DNM1P41"
"2417","SLC12A1"
"2418","FRY"
"2419","EML2-AS1"
"2420","KIF9-AS1"
"2421","SPOCK2"
"2422","WDR72"
"2423","CFD"
"2424","KIF13A"
"2425","ARHGAP26-IT1"
"2426","TBC1D3F"
"2427","TMPRSS2"
"2428","SLURP1"
"2429","TMEM79"
"2430","SLC15A3"
"2431","MIR4690"
"2432","MIR616"
"2433","TPCN1"
"2434","C15orf62"
"2435","TMOD3"
"2436","TRPV2"
"2437","PTPN2"
"2438","ZNF341-AS1"
"2439","LINC00528"
"2440","DSP"
"2441","AGER"
"2442","SNX13"
"2443","ZNF713"
"2444","WDR60"
"2445","GGT7"
"2446","SAXO1"
"2447","LINC00548"
"2448","RAP2A"
"2449","MAFG"
"2450","LRRIQ1"
"2451","LRP1B"
"2452","POC1A"
"2453","CEMP1"
"2454","AZIN1-AS1"
"2455","UBQLN2"
"2456","DYRK3"
"2457","ZNF584"
"2458","NBPF14"
"2459","ZNF670-ZNF695"
"2460","ZNF496"
"2461","MMP10"
"2462","STYK1"
"2463","FLJ13224"
"2464","LTA4H"
"2465","MNS1"
"2466","MPPE1"
"2467","ZNF2"
"2468","SOX12"
"2469","OSBPL2"
"2470","TMPRSS7"
"2471","SLC25A4"
"2472","LY6G5C"
"2473","ZDHHC6"
"2474","RRAD"
"2475","FAM8A1"
"2476","SLC25A14"
"2477","ASCL3"
"2478","SNORA64"
"2479","SLC6A9"
"2480","C8orf34"
"2481","TOP1P1"
"2482","NOS2"
"2483","MIR3189"
"2484","TLL1"
"2485","MOB3A"
"2486","STATH"
"2487","ABCA2"
"2488","LOC101928812"
"2489","CPZ"
"2490","SKA2"
"2491","RBM39"
"2492","CELSR1"
"2493","STX6"
"2494","DNAH17-AS1"
"2495","PLGLB2"
"2496","MOSPD1"
"2497","CTAGE9"
"2498","PLGLB1"
"2499","PCAT19"
"2500","RASA4B"
"2501","GPR84"
"2502","FXYD5"
"2503","ABRACL"
"2504","SUSD6"
"2505","MAP7D1"
"2506","SAR1A"
"2507","PTGDR2"
"2508","COPRS"
"2509","RNF225"
"2510","GUSBP11"
"2511","PAIP2"
"2512","NDRG1"
"2513","KCND1"
"2514","NLRP2"
"2515","NCKAP1L"
"2516","RPH3A"
"2517","PCTP"
"2518","SERPINB12"
"2519","MREG"
"2520","PPP2CA"
"2521","UG0898H09"
"2522","ZP2"
"2523","BCL11B"
"2524","GMPR"
"2525","GRK4"
"2526","PLAU"
"2527","MPRIP"
"2528","IFT27"
"2529","MTVR2"
"2530","FAM134B"
"2531","LOC400684"
"2532","VAMP5"
"2533","TBC1D14"
"2534","ARHGEF15"
"2535","LINC01144"
"2536","CLEC18B"
"2537","ZNF638"
"2538","CSNK2A1"
"2539","KCNH6"
"2540","MFNG"
"2541","LEKR1"
"2542","PTCHD2"
"2543","VPS4B"
"2544","DMTF1"
"2545","EIF2AK2"
"2546","STAT6"
"2547","RNF122"
"2548","NCOA4"
"2549","EFHD1"
"2550","XKRX"
"2551","FAM91A1"
"2552","RNF112"
"2553","AKNAD1"
"2554","BEX4"
"2555","CD300LB"
"2556","CHURC1"
"2557","ENKD1"
"2558","CCDC184"
"2559","TNS4"
"2560","SLCO2B1"
"2561","MPP5"
"2562","LINC00672"
"2563","CMPK2"
"2564","KRT5"
"2565","KIF17"
"2566","PTER"
"2567","ABCA4"
"2568","NCF1"
"2569","MIR7109"
"2570","LMLN"
"2571","ANKRD10"
"2572","PMP22"
"2573","CMTM3"
"2574","ANKRD35"
"2575","LOC101928034"
"2576","MAPK3"
"2577","METRNL"
"2578","FAM181A"
"2579","SNHG10"
"2580","CENPE"
"2581","BATF"
"2582","NAA50"
"2583","STAT3"
"2584","SENCR"
"2585","RB1"
"2586","C3orf38"
"2587","DCAF13P3"
"2588","EPHA10"
"2589","SPPL2B"
"2590","ZNF223"
"2591","SUCNR1"
"2592","TNF"
"2593","ZNF555"
"2594","GDF15"
"2595","TANC1"
"2596","KMT2E"
"2597","LINC01507"
"2598","LOC102724323"
"2599","RNF169"
"2600","BIRC2"
"2601","RASSF9"
