"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TFF3",16763.2544540174,0.995060443591968,0.191316525211353,5.20112124393172,1.98089818829531e-07,0.00302403917425162
"SLIT1",197.635340345287,0.724325725549758,0.163489323338474,4.43041607096372,9.40514470281812e-06,0.0239298231722036
"MARVELD1",242.554942707641,0.845928165899756,0.184501691922908,4.58493446365368,4.54128855387556e-06,0.0239298231722036
"RPL21",12693.3202252215,0.276954048334604,0.0621689383039052,4.45486212070646,8.39471266623801e-06,0.0239298231722036
"RPL21P28",12693.185378584,0.276946892887761,0.0621704894264701,4.45463588018412,8.40356931393742e-06,0.0239298231722036
"ANKRD37",950.467600943012,0.533624828757337,0.119305850287256,4.4727465373451,7.72212892662224e-06,0.0239298231722036
"SLC38A8",100.54498413069,1.05549508026872,0.245627289868349,4.29714092776272,1.730152052067e-05,0.0377321446097926
"UBE2C",268.061216919919,0.636682520575881,0.151247732439893,4.2095343203172,2.55897570699526e-05,0.0445643157689176
"LOC100506990",941.409038451103,0.521855897895114,0.124145601100562,4.2035794524237,2.62726871426869e-05,0.0445643157689176
