"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ITGA10",122.870587145777,0.667058818512722,0.119605446589797,5.57716088633064,2.44475744021418e-08,0.000193649236839365
"CSF3",755.276848196101,-1.53676511252692,0.273120986964188,-5.62668262738966,1.83708276166178e-08,0.000193649236839365
"OLFM1",63.8264642028812,-0.949503526824129,0.178586752622065,-5.31676349383831,1.0562921877266e-07,0.000557792694598828
"CXCL6",3964.66526180761,-0.802823579316084,0.155248154947969,-5.17122782931075,2.32560813967711e-07,0.000921057103719118
"RND1",114.549329454662,-0.746079595497341,0.147834513236464,-5.04672135865848,4.49456094161977e-07,0.00142405668874281
"CDH26",5246.16667679859,0.665185447093204,0.134463210981863,4.94696982346293,7.53776564024599e-07,0.00199022138787962
"SYT7",193.194587786648,-0.582847370313003,0.11898616448991,-4.89844657831984,9.65972931387693e-07,0.00218613473986341
"SERPINB10",450.709005036767,1.16515133782323,0.241229139007713,4.83006050851085,1.36491565922975e-06,0.00270287423418971
"ADRA2A",2072.1054800063,0.688492748083301,0.147295395649071,4.6742312958894,2.95056659239681e-06,0.00519365288408336
"ADAMTS9",95.2086477696908,0.731207586769491,0.163821495821786,4.46344103441063,8.0653801212025e-06,0.012777175188009
"PRH1-PRR4",1235.54178497889,0.680240673679103,0.153900636539007,4.41999909147024,9.87013162092315e-06,0.0140002694241788
"TNFRSF6B",610.722518719429,-1.15212229767581,0.261581017314782,-4.40445682757389,1.06049257095156e-05,0.0140002694241788
"BMP8A",291.581911182343,0.510680289607349,0.117990144461687,4.32816055897935,1.50359844013399e-05,0.0154774174179655
"KCNJ5",59.1783787394319,-0.7125512005498,0.16425186049126,-4.3381621274708,1.43679153011595e-05,0.0154774174179655
"AADAC",251.531498054569,0.72681788636646,0.168260765810427,4.31959216912953,1.56317812578871e-05,0.0154774174179655
"ATP13A5",146.309594589953,0.879813511940226,0.202572205755727,4.34320941837971,1.40416165750904e-05,0.0154774174179655
"ADRB2",653.126998530945,-0.427163288839217,0.100980977942811,-4.23013618546194,2.3354987853511e-05,0.0217641010338425
"SLC13A2",731.66762328445,-0.630379875366109,0.149639948290243,-4.2126443009952,2.52398366101494e-05,0.0222138606432215
"IL23A",130.666091866462,-0.637670872120713,0.152590108512441,-4.17897908545442,2.92820609764153e-05,0.0231686945388022
"KCNJ16",732.313709086473,0.665665467268562,0.160504492045897,4.14733231938589,3.36371654079315e-05,0.0231686945388022
"CD177",1309.75490768685,-1.37205438705426,0.329037690516378,-4.16990036886357,3.04732829599684e-05,0.0231686945388022
"M1AP",309.138096995609,-0.486819319322106,0.117255548838423,-4.1517806546873,3.29898374899351e-05,0.0231686945388022
"HLA-DOB",84.9751505715619,-0.635450168138793,0.152774597651076,-4.15939677085654,3.19089191205411e-05,0.0231686945388022
"DMBT1",693.25309329538,-0.922953371574392,0.223432385304351,-4.13079496205163,3.61510915569543e-05,0.0238627330185529
"FADS2",609.661489083079,-0.602441334725669,0.146313166254578,-4.11747862579536,3.83040041628511e-05,0.0242724813579155
"SLC52A3",181.123549355409,-0.436828433697637,0.106793835798638,-4.09038995959737,4.30648498389176e-05,0.0262397442749282
"CPXM1",78.7579333297845,-0.743043095548464,0.183502118262886,-4.04923443163734,5.13854514451485e-05,0.0290731543497872
"ZNF467",524.694450067711,0.501608641501433,0.123625770783836,4.05747635239027,4.96058382250122e-05,0.0290731543497872
"DUSP5",1317.44495396217,-0.834365315324489,0.210252426768235,-3.96839802588449,7.23574078751167e-05,0.0324742381961876
"CCNA1",1164.46424233966,-0.63379126819268,0.160158191281094,-3.95728287840308,7.58071387113196e-05,0.0324742381961876
"SERPINB4",1649.23127533445,0.542342196398726,0.136514991277375,3.9727665901306,7.10426557595861e-05,0.0324742381961876
"DUSP2",1334.12349873911,-0.950083387661482,0.239177754973339,-3.97228993042178,7.11850040088054e-05,0.0324742381961876
"ARHGAP40",247.07429244051,0.710493444006366,0.17842319190348,3.98206890273947,6.8317966383552e-05,0.0324742381961876
"SLC6A20",426.912821766797,-0.559112469777581,0.141291293878069,-3.95716150961207,7.58456516386151e-05,0.0324742381961876
"CD200R1",395.681395044875,0.714548142025446,0.179720113794392,3.97589411078896,7.01153207080247e-05,0.0324742381961876
"SREK1IP1",739.829641878218,0.422997312216669,0.105633889007569,4.00437128833114,6.21826359749142e-05,0.0324742381961876
"LY6D",1582.60450544977,-0.965863374764391,0.241980463931722,-3.99149319358657,6.56585731971053e-05,0.0324742381961876
"BTNL9",231.576677727714,0.667905735083928,0.170228320597111,3.92358764241525,8.72400078392016e-05,0.0363699001102272
"ZC3H12A",2950.84981206249,-0.448483698434359,0.114598704049876,-3.91351457377013,9.09624078095217e-05,0.0369493965261139
"PHLDB2",237.105960938966,0.519686149634399,0.134001061578142,3.87822412385402,0.000105221758564514,0.0416730774794759
"RRP15",354.716983080984,0.326290381445297,0.0843604164121288,3.86781378426654,0.000109815472069223,0.0424316270370885
"NPFF",86.8898941184599,0.588651824621285,0.152747246000662,3.85376391413783,0.000116315758091478,0.0438731961829808
"MYC",550.702040223888,-0.406622933143594,0.106177255961594,-3.8296613475364,0.000128319726508408,0.0472753745894465
"FAM167B",68.7021190874806,0.310563326490052,0.0812353437061921,3.8230074782878,0.000131833779598132,0.0474661530998549
"LRRC31",134.424816266653,0.683180141692051,0.179371706411848,3.80873971351662,0.000139676894603262,0.0491724747623304
